key,spell,class,alignment,gif,atlas_wire_id,csv_animation,status
recover_mage,Recover,mage,unaligned,heal,5,5,agree
cure_paralysis_mage,Cure Paralysis,mage,unaligned,remmy,10,10,agree
sanctuary_mage,Sanctuary,mage,unaligned,might,11,11,agree
invoke_mage,Invoke,mage,unaligned,might,11,11,agree
gangrel_mage,Gangrel,mage,unaligned,summon,3,3,agree
heal_mage,Heal,mage,unaligned,heal,5,5,agree
impact_mage,Impact,mage,unaligned,ignite,4,4,agree
explode_mage,Explode,mage,unaligned,ignite,4,4,agree
remove_curse_mage,Remove Curse,mage,unaligned,remmy,10,10,agree
beast_mage,Beast,mage,unaligned,summon,3,3,agree
call_lightning_mage,Call Lightning,mage,unaligned,ignite,4,4,agree
vex_mage,Vex,mage,unaligned,vex,1,1,agree
venom_mage,Venom,mage,unaligned,vex,1,1,agree
blind_mage,Blind,mage,unaligned,vex,1,1,agree
paralyze_mage,Paralyze,mage,unaligned,vex,1,1,agree
electrocute_mage,Electrocute,mage,unaligned,ignite,4,4,agree
confuse_mage,Confuse,mage,unaligned,confuse,34,34,agree
sleep_mage,Sleep,mage,unaligned,sanc,2,2,agree
stormstrike_mage,Stormstrike,mage,unaligned,ignite,4,4,agree
doze_mage,Doze,mage,unaligned,sanc,2,2,agree
tempest_mage,Tempest,mage,unaligned,ignite,4,4,agree
rejuvenate_mage,Rejeuvenate,mage,unaligned,heal,5,5,agree
hellfire_mage,Hellfire,mage,unaligned,hellfire,8,8,agree
invoke_poet,Invoke,poet,unaligned,might,11,11,agree
lay_hands_poet,Lay Hands,poet,unaligned,heal,5,5,agree
recover_poet,Recover,poet,unaligned,heal,5,5,agree
spark_poet,Spark,poet,unaligned,spark,27,28,differs
purge_poet,Purge,poet,unaligned,remmy,10,10,agree
harden_armor_poet,Harden Armor,poet,unaligned,sanc,2,2,agree
vital_spark_poet,Vital Spark,poet,unaligned,heal,5,5,agree
singe_poet,Singe,poet,unaligned,spark,27,28,differs
remove_curse_poet,Remove Curse,poet,unaligned,remmy,10,10,agree
valor_poet,Valor,poet,unaligned,might,11,11,agree
ignite_poet,Ignite,poet,unaligned,ignite,4,4,agree
heal_poet,Heal,poet,unaligned,heal,5,5,agree
anoint_poet,Annoint,poet,unaligned,heal,5,5,agree
sanctuary_poet,Sanctuary,poet,unaligned,might,11,11,agree
remove_veil_poet,Remove Veil,poet,unaligned,remmy,10,10,agree
endear_poet,Endear,poet,unaligned,endear,39,39,agree
cure_paralysis_poet,Cure Paralysis,poet,unaligned,remmy,10,10,agree
revitalize_poet,Revitalize,poet,unaligned,heal,5,5,agree
inspiration_poet,Inspiration,poet,unaligned,might,11,11,agree
remedy_poet,Remedy,poet,unaligned,heal,5,5,agree
atone_poet,Atone,poet,unaligned,remmy,10,10,agree
fortify_poet,Fortify,poet,unaligned,heal,5,5,agree
second_sight_poet,Second Sight,poet,unaligned,none,,-1,none-in-atlas
retribution_poet,Retribution,poet,unaligned,retribution,51,51,agree
barrier_poet,Barrier,poet,unaligned,might,11,11,agree
inspire_poet,Inspire,poet,unaligned,might,11,11,agree
scourge_poet,Scourge,poet,unaligned,vex,1,1,agree
earthquake_poet,Earthquake,poet,unaligned,ignite,4,4,agree
heavens_kiss_poet,Heaven's Kiss,poet,unaligned,heal,5,5,agree
harden_body_poet,Harden Body,poet,unaligned,might,11,11,agree
dispell_poet,Dispell,poet,unaligned,remmy,10,10,agree
flare_poet,Flare,poet,unaligned,ignite,4,4,agree
water_of_life_poet,Water of Life,poet,unaligned,heal,5,5,agree
resurrect_poet,Ressurect,poet,unaligned,might,11,11,agree
fleshspeak_rogue,Fleshspeak,rogue,unaligned,heal,5,5,agree
feral_rogue,Feral,rogue,unaligned,summon,3,3,agree
might_rogue,Might,rogue,unaligned,might,11,11,agree
judge_rogue,Judge,rogue,unaligned,none,,-1,none-in-atlas
singe_rogue,Singe,rogue,unaligned,spark,27,28,differs
mend_wounds_rogue,Mend Wounds,rogue,unaligned,heal,5,5,agree
ignite_rogue,Ignite,rogue,unaligned,ignite,4,4,agree
shadow_figure_rogue,Shadow Figure,rogue,unaligned,sanc,2,2,agree
rodent_rogue,Rodent,rogue,unaligned,summon,3,3,agree
spy_rogue,Spy,rogue,unaligned,none,,-1,none-in-atlas
wolfs_fury_rogue,Wolf's Fury,rogue,unaligned,might,11,11,agree
gangrel_rogue,Gangrel,rogue,unaligned,summon,3,3,agree
invisible_rogue,Invisible,rogue,unaligned,none,,-1,none-in-atlas
ambush_rogue,Ambush,rogue,unaligned,none,,-1,none-in-atlas
beast_rogue,Beast,rogue,unaligned,summon,3,3,agree
amnesia_rogue,Amnesia,rogue,unaligned,endear,39,39,agree
recover_rogue,Recover,rogue,unaligned,heal,5,5,agree
desperate_attack_rogue,Desperate Attack,rogue,unaligned,desperate,7,7,agree
tigers_fury_rogue,Tiger's Fury,rogue,unaligned,might,11,11,agree
filch_rogue,Filch,rogue,unaligned,none,,-1,none-in-atlas
drain_rogue,Drain,rogue,unaligned,vex,1,1,agree
set_death_trap,Death Trap,rogue,unaligned,deathtrap,44,44,agree
seal_wounds_rogue,Seal Wounds,rogue,unaligned,heal,5,5,agree
lethal_strike_rogue,Lethal Strike,rogue,unaligned,ls,9,9,agree
wolfs_fury_warrior,Wolf's Fury,warrior,unaligned,might,11,11,agree
bless_warrior,Bless,warrior,unaligned,sanc,2,2,agree
fleshspeak_warrior,Fleshspeak,warrior,unaligned,heal,5,5,agree
backstab_warrior,Backstab,warrior,unaligned,sanc,2,2,agree
flank_warrior,Flank,warrior,unaligned,sanc,2,2,agree
tigers_fury_warrior,Tiger's Fury,warrior,unaligned,might,11,11,agree
enchant_warrior,Enchant,warrior,unaligned,sanc,2,2,agree
relief_warrior,Relief,warrior,unaligned,heal,5,5,agree
potence_warrior,Potence,warrior,unaligned,sanc,2,2,agree
watchful_eye_warrior,Watchful Eye,warrior,unaligned,none,,-1,none-in-atlas
dragons_fury_warrior,Dragon's Fury,warrior,unaligned,might,11,11,agree
infuse_warrior,Infuse,warrior,unaligned,sanc,2,2,agree
ingress_warrior,Ingress,warrior,unaligned,sanc,2,2,agree
berserk_warrior,Berserk,warrior,unaligned,berserk,6,6,agree
vigor_warrior,Vigor,warrior,unaligned,heal,5,5,agree
whirlwind_warrior,Whirlwind,warrior,unaligned,ww,9,9,agree
