key,pathId,level,gold,item1,amt1,item2,amt2,item3,amt3,item4,amt4,source
life_flow_mage,3,40,100,gold_acorn,1,bears_liver,10,mountain_ginseng,1,,,lua
infuse_lifeforce_mage,3,40,100,gold_acorn,1,bears_liver,10,mountain_ginseng,1,,,lua
soul_spike_mage,3,41,250,gold_acorn,1,amethyst,1,,,,,lua
treefall_mage,3,41,250,gold_acorn,1,amethyst,1,,,,,lua
shatter_mage,3,41,250,gold_acorn,1,amethyst,1,,,,,lua
soul_chasm_mage,3,42,100,acorn,100,fox_fur,10,,,,,lua
winters_vortex_mage,3,42,100,acorn,100,fox_fur,10,,,,,lua
volcano_mage,3,42,100,acorn,100,fox_fur,10,,,,,lua
release_curse_mage,3,34,200,gold_acorn,1,fox_fur,10,,,,,lua
undo_evil_mage,3,34,200,gold_acorn,1,fox_fur,10,,,,,lua
restore_armor_mage,3,34,200,gold_acorn,1,fox_fur,10,,,,,lua
death_scream_mage,3,54,500,gold_acorn,1,scribes_pen,1,,,,,lua
natures_wounding_mage,3,54,500,gold_acorn,1,scribes_pen,1,,,,,lua
rain_of_fire_mage,3,54,500,gold_acorn,1,scribes_pen,1,,,,,lua
deaths_face_mage,3,44,250,acorn,70,lucky_coin,1,,,,,lua
unnatural_selection_mage,3,44,250,acorn,70,lucky_coin,1,,,,,lua
flaw_mage,3,44,250,acorn,70,lucky_coin,1,,,,,lua
spirits_leech_mage,3,59,500,snake_meat,10,fine_snake_meat,3,mountain_ginseng,1,,,lua
snake_bite_mage,3,59,500,snake_meat,10,fine_snake_meat,3,mountain_ginseng,1,,,lua
corruption_mage,3,59,500,snake_meat,10,fine_snake_meat,3,mountain_ginseng,1,,,lua
dark_veil_mage,3,61,400,amber,2,dark_amber,1,,,,,lua
winters_shadow_mage,3,61,400,amber,2,dark_amber,1,,,,,lua
ice_glare_mage,3,61,400,amber,2,dark_amber,1,,,,,lua
spirit_leash_mage,3,62,500,battle_helm,1,antler,20,,,,,lua
cold_binds_mage,3,62,500,battle_helm,1,antler,20,,,,,lua
lockup_mage,3,62,500,battle_helm,1,antler,20,,,,,lua
eater_of_the_dead_mage,3,64,500,acorn,70,amber,1,,,,,lua
forests_discord_mage,3,64,500,acorn,70,amber,1,,,,,lua
shatter_storm_mage,3,64,500,acorn,70,amber,1,,,,,lua
sweet_musings_mage,3,70,0,dark_amber,10,fox_blade,1,,,,,lua
essence_of_poppies_mage,3,70,0,dark_amber,10,fox_blade,1,,,,,lua
stillness_mage,3,70,0,dark_amber,10,fox_blade,1,,,,,lua
river_of_blood_mage,3,77,2500,dark_amber,3,steel_saber,1,,,,,lua
natural_disaster_mage,3,77,2500,dark_amber,3,steel_saber,1,,,,,lua
winds_of_disaster_mage,3,77,2500,dark_amber,3,steel_saber,1,,,,,lua
voids_touch_mage,3,82,0,dark_amber,5,viper_stick,1,,,,,lua
still_ethers_mage,3,82,0,dark_amber,5,viper_stick,1,,,,,lua
still_waters_mage,3,82,0,dark_amber,5,viper_stick,1,,,,,lua
dance_macabre_mage,3,85,2000,gold_acorn,3,dark_amber,2,,,,,lua
wilding_mage,3,85,2000,gold_acorn,3,dark_amber,2,,,,,lua
chain_lightning_mage,3,85,2000,gold_acorn,3,dark_amber,2,,,,,lua
still_embrace_mage,3,90,10000,mountain_ginseng,2,,,,,,,lua
infuse_life_mage,3,90,10000,mountain_ginseng,2,,,,,,,lua
healing_rain_mage,3,90,10000,mountain_ginseng,2,,,,,,,lua
consume_soul_mage,3,72,9000,stardrop,10,dark_amber,10,star_staff,1,,,lua
flesh_eaters_mage,3,72,9000,stardrop,10,dark_amber,10,star_staff,1,,,lua
hurricane_mage,3,72,9000,stardrop,10,dark_amber,10,star_staff,1,,,lua
hindrance_mage,3,99,60000,il_san_surge,1,jolt_trident,2,scribes_book,2,,,lua
solace_mage,3,99,10000,mountain_ginseng,1,,,,,,,lua
festival_of_souls_mage,3,99,10000,mountain_ginseng,1,,,,,,,lua
natures_bounty_mage,3,99,10000,mountain_ginseng,1,,,,,,,lua
ohaengs_blessing_mage,3,99,10000,mountain_ginseng,1,,,,,,,lua
volcanic_blast_mage,3,99,600000,,,,,,,,,lua
bekyuns_heal_mage,3,99,25000,mountain_ginseng,1,,,,,,,lua
death_denied_mage,3,99,25000,mountain_ginseng,1,,,,,,,lua
one_with_life_mage,3,99,25000,mountain_ginseng,1,,,,,,,lua
balanced_touch_mage,3,99,25000,mountain_ginseng,1,,,,,,,lua
inferno_mage,3,99,500000,,,,,,,,,lua
deaths_door_mage,3,99,500000,,,,,,,,,lua
natures_denial_mage,3,99,500000,,,,,,,,,lua
steel_storm_mage,3,99,500000,,,,,,,,,lua
ju_jak_curse_mage,3,99,60000,ee_san_surge,1,frozen_spear,4,scribes_book,4,,,lua
spirits_power_poet,4,7,0,ink,1,wine,1,,,,,lua
life_force_poet,4,7,0,ink,1,wine,1,,,,,lua
gather_magic_poet,4,7,0,ink,1,wine,1,,,,,lua
spirits_smile_poet,4,7,0,acorn,20,rabbit_meat,10,,,,,lua
lifes_water_poet,4,7,0,acorn,20,rabbit_meat,10,,,,,lua
quicken_poet,4,7,0,acorn,20,rabbit_meat,10,,,,,lua
spirits_embrace_poet,4,9,100,aged_wine,1,,,,,,,lua
infuse_energy_poet,4,9,100,aged_wine,1,,,,,,,lua
lifes_river_poet,4,9,100,aged_wine,1,,,,,,,lua
glimpse_of_the_void_poet,4,11,0,acorn,20,rabbit_meat,10,,,,,lua
bolt_poet,4,11,0,acorn,20,rabbit_meat,10,,,,,lua
natures_ire_poet,4,11,0,acorn,20,rabbit_meat,10,,,,,lua
cure_illness_poet,4,12,100,snake_meat,10,wine,1,,,,,lua
restore_health_poet,4,12,100,snake_meat,10,wine,1,,,,,lua
remove_poison_poet,4,12,100,snake_meat,10,wine,1,,,,,lua
thicken_skin_poet,4,14,10,snake_meat,20,ancient_armor,1,,,,,lua
shield_of_life_poet,4,14,10,snake_meat,20,ancient_armor,1,,,,,lua
elemental_armor_poet,4,14,10,snake_meat,20,ancient_armor,1,,,,,lua
spirits_kiss_poet,4,15,100,acorn,50,,,,,,,lua
spark_of_health_poet,4,15,100,acorn,50,,,,,,,lua
water_of_nature_poet,4,15,100,acorn,50,,,,,,,lua
embrace_of_the_void_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,lua
lightning_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,lua
natures_storm_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,lua
release_curse_poet,4,18,10,blue_ring,1,,,,,,,lua
undo_evil_poet,4,18,10,blue_ring,1,,,,,,,lua
restore_armor_poet,4,18,10,blue_ring,1,,,,,,,lua
strengthen_poet,4,21,100,snake_meat,20,antler,10,,,,,lua
bless_muscles_poet,4,21,100,snake_meat,20,antler,10,,,,,lua
power_burst_poet,4,21,100,snake_meat,20,antler,10,,,,,lua
spirit_strike_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,lua
wrath_of_nature_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,lua
thunderclap_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,lua
ancestors_touch_poet,4,25,0,snake_meat,10,ink,1,,,,,lua
life_flow_poet,4,25,0,snake_meat,10,ink,1,,,,,lua
infuse_lifeforce_poet,4,25,0,snake_meat,10,ink,1,,,,,lua
brothers_of_spirit_poet,4,28,100,aged_wine,1,,,,,,,lua
gathering_of_power_poet,4,28,100,aged_wine,1,,,,,,,lua
natures_family_poet,4,28,100,aged_wine,1,,,,,,,lua
protect_soul_poet,4,30,0,scroll,1,ink,1,,,,,lua
guard_life_poet,4,30,0,scroll,1,ink,1,,,,,lua
magic_shield_poet,4,30,0,scroll,1,ink,1,,,,,lua
clear_darkness_poet,4,31,0,ancient_robes,1,,,,,,,lua
restore_sight_poet,4,31,0,ancient_robes,1,,,,,,,lua
purge_darkness_poet,4,31,0,ancient_robes,1,,,,,,,lua
possess_soul_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,lua
charm_life_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,lua
align_follower_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,lua
release_binds_poet,4,34,100,fine_snake_meat,1,,,,,,,lua
return_movement_poet,4,34,100,fine_snake_meat,1,,,,,,,lua
free_movement_poet,4,34,100,fine_snake_meat,1,,,,,,,lua
ancestors_embrace_poet,4,40,0,aged_wine,1,amethyst,1,,,,,lua
lifeforce_poet,4,40,0,aged_wine,1,amethyst,1,,,,,lua
lifespring_poet,4,40,0,aged_wine,1,amethyst,1,,,,,lua
draw_energy_poet,4,35,1000,purple_ring,1,,,,,,,lua
harness_power_poet,4,35,1000,purple_ring,1,,,,,,,lua
combine_focus_poet,4,35,1000,purple_ring,1,,,,,,,lua
brethren_of_spirits_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,lua
gathering_of_the_flock_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,lua
gathering_of_majesty_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,lua
restore_will_poet,4,48,100,gold_acorn,1,scroll,1,,,,,lua
raise_guard_poet,4,48,100,gold_acorn,1,scroll,1,,,,,lua
align_armor_poet,4,48,100,gold_acorn,1,scroll,1,,,,,lua
ancestors_kiss_poet,4,50,100,light_fox_fur,20,mountain_ginseng,1,,,,,lua
fertile_soil_poet,4,50,100,light_fox_fur,20,mountain_ginseng,1,,,,,lua
waters_of_purity_poet,4,50,100,light_fox_fur,20,mountain_ginseng,1,,,,,lua
hear_spirits_poet,4,53,500,acorn,100,steel_saber,1,,,,,lua
improve_sight_poet,4,53,500,acorn,100,steel_saber,1,,,,,lua
show_hidden_poet,4,53,500,acorn,100,steel_saber,1,,,,,lua
spirit_puppet_poet,4,56,2000,wicked_staff,1,fragile_rose,1,,,,,lua
palm_of_life_poet,4,56,2000,wicked_staff,1,fragile_rose,1,,,,,lua
tornado_poet,4,56,2000,wicked_staff,1,fragile_rose,1,,,,,lua
spirit_barrier_poet,4,60,50,acorn,70,light_fox_fur,20,,,,,lua
life_barrier_poet,4,60,50,acorn,70,light_fox_fur,20,,,,,lua
balance_barrier_poet,4,60,50,acorn,70,light_fox_fur,20,,,,,lua
share_energy_poet,4,45,100,gold_acorn,1,amethyst,1,,,,,lua
bestow_power_poet,4,45,100,gold_acorn,1,amethyst,1,,,,,lua
release_focus_poet,4,45,100,gold_acorn,1,amethyst,1,,,,,lua
damage_will_poet,4,55,1000,acorn,80,amber,2,,,,,lua
drop_guard_poet,4,55,1000,acorn,80,amber,2,,,,,lua
unalign_armor_poet,4,55,1000,acorn,80,amber,2,,,,,lua
earthquake_poet,4,74,500,acorn,80,amber,5,,,,,lua
tossing_the_bones_poet,4,74,500,acorn,80,amber,5,,,,,lua
natures_fury_poet,4,74,500,acorn,80,amber,5,,,,,lua
groundstrike_poet,4,74,500,acorn,80,amber,5,,,,,lua
block_entry_poet,4,75,500,acorn,50,dark_amber,1,,,,,lua
distance_self_poet,4,75,500,acorn,50,dark_amber,1,,,,,lua
protect_sides_poet,4,75,500,acorn,50,dark_amber,1,,,,,lua
clan_of_souls_poet,4,80,800,acorn,80,dark_amber,1,,,,,lua
healing_hand_poet,4,80,800,acorn,80,dark_amber,1,,,,,lua
earths_embrace_poet,4,80,800,acorn,80,dark_amber,1,,,,,lua
deaths_guard_poet,4,95,5000,acorn,100,amber,20,,,,,lua
lifes_protection_poet,4,95,5000,acorn,100,amber,20,,,,,lua
body_of_alignment_poet,4,95,5000,acorn,100,amber,20,,,,,lua
remove_magic_poet,4,88,100,acorn,80,poet_whip,1,,,,,lua
return_natural_poet,4,88,100,acorn,80,poet_whip,1,,,,,lua
restore_balance_poet,4,88,100,acorn,80,poet_whip,1,,,,,lua
dance_of_death_poet,4,90,10000,gold_acorn,5,,,,,,,lua
breaking_of_the_world_poet,4,90,10000,gold_acorn,5,,,,,,,lua
storm_crow_poet,4,90,10000,gold_acorn,5,,,,,,,lua
breath_of_power_poet,4,85,5000,acorn,100,dark_amber,1,red_potion,1,,,lua
healing_breath_poet,4,85,5000,acorn,100,dark_amber,1,red_potion,1,,,lua
breath_of_life_poet,4,85,5000,acorn,100,dark_amber,1,red_potion,1,,,lua
return_spirit_poet,4,99,10000,acorn,200,dark_amber,5,red_potion,2,,,lua
mingken_blessing_poet,4,99,10000,acorn,200,dark_amber,5,red_potion,2,,,lua
death_undone_poet,4,99,10000,acorn,200,dark_amber,5,red_potion,2,,,lua
healers_revenge_poet,4,99,40000,il_san_charm,1,fragile_rose,2,jolt_trident,2,,,lua
stream_of_life_poet,4,99,10000,mountain_ginseng,1,,,,,,,lua
purity_of_spirit_poet,4,99,10000,mountain_ginseng,1,,,,,,,lua
natures_abundance_poet,4,99,10000,mountain_ginseng,1,,,,,,,lua
forge_of_life_poet,4,99,10000,mountain_ginseng,1,,,,,,,lua
bolster_poet,4,99,150000,,,,,,,,,lua
dark_armor_poet,4,99,150000,,,,,,,,,lua
life_armor_poet,4,99,150000,,,,,,,,,lua
armor_of_elements_poet,4,99,150000,,,,,,,,,lua
dishearten_poet,4,99,150000,,,,,,,,,lua
dark_fear_poet,4,99,150000,,,,,,,,,lua
break_will_poet,4,99,150000,,,,,,,,,lua
harshen_attack_poet,4,99,150000,,,,,,,,,lua
essence_of_life_poet,4,99,25000,mountain_ginseng,1,,,,,,,lua
essence_of_spirit_poet,4,99,25000,mountain_ginseng,1,,,,,,,lua
lifes_embrace_poet,4,99,25000,mountain_ginseng,1,,,,,,,lua
earths_cradle_poet,4,99,25000,mountain_ginseng,1,,,,,,,lua
hyun_moo_spite_poet,4,99,60000,ee_san_charm,1,fragile_rose,4,frozen_spear,4,,,lua
cotw_caterpillar_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,lua
cotw_fluffy_dog_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,lua
cotw_panda_bear_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,lua
cotw_wild_monkey_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,lua
cotw_gorilla_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,lua
kwisin_companion_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,lua
mingken_companion_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,lua
ohaeng_companion_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,lua
kwisin_assistant_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,lua
mingken_assistant_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,lua
ohaeng_assistant_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,lua
kwisin_protector_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,lua
mingken_protector_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,lua
ohaeng_protector_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,lua
kwisin_fighter_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,lua
mingken_fighter_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,lua
ohaeng_fighter_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,lua
kwisin_warrior_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,lua
mingken_warrior_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,lua
ohaeng_warrior_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,lua
kwisin_champion_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,lua
mingken_champion_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,lua
ohaeng_champion_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,lua
kwisin_avatar_poet,4,99,250000,,,,,,,,,lua
mingken_avatar_poet,4,99,250000,,,,,,,,,lua
ohaeng_avatar_poet,4,99,250000,,,,,,,,,lua
cotw_wind_dancer_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,lua
cotw_wind_warrior_poet,4,99,250000,,,,,,,,,lua
