key,pathId,level,gold,item1,amt1,item2,amt2,item3,amt3,item4,amt4,source
tree_dart_mage,3,26,0,gold_acorn,1,topaz,1,,,,,rtk-lua
sunstroke_mage,3,26,0,gold_acorn,1,topaz,1,,,,,rtk-lua
renew_essence_mage,3,28,250,gold_acorn,1,snake_meat,10,mountain_ginseng,1,,,rtk-lua
lifesong_mage,3,28,250,gold_acorn,1,snake_meat,10,mountain_ginseng,1,,,rtk-lua
sweet_waters_mage,3,28,250,gold_acorn,1,snake_meat,10,mountain_ginseng,1,,,rtk-lua
cure_illness_mage,3,30,150,gold_acorn,1,antler,10,mountain_ginseng,1,,,rtk-lua
restore_health_mage,3,30,150,gold_acorn,1,antler,10,mountain_ginseng,1,,,rtk-lua
remove_poison_mage,3,30,150,gold_acorn,1,antler,10,mountain_ginseng,1,,,rtk-lua
crescendo_mage,3,32,150,gold_acorn,1,light_fox_fur,25,moon_wine,1,,,rtk-lua
flight_of_arrows_mage,3,32,150,gold_acorn,1,light_fox_fur,25,moon_wine,1,,,rtk-lua
blazing_sands_mage,3,32,150,gold_acorn,1,light_fox_fur,25,moon_wine,1,,,rtk-lua
spirits_embrace_mage,3,32,200,gold_acorn,1,antler,20,ginseng,1,,,rtk-lua
infuse_energy_mage,3,32,200,gold_acorn,1,antler,20,ginseng,1,,,rtk-lua
lifes_river_mage,3,32,200,gold_acorn,1,antler,20,ginseng,1,,,rtk-lua
release_binds_mage,3,36,150,gold_acorn,1,mountain_ginseng,1,,,,,rtk-lua
return_movement_mage,3,36,150,gold_acorn,1,mountain_ginseng,1,,,,,rtk-lua
free_movement_mage,3,36,150,gold_acorn,1,mountain_ginseng,1,,,,,rtk-lua
protect_soul_mage,3,38,0,ambrosia,1,ancient_robes,1,,,,,rtk-lua
guard_life_mage,3,38,0,ambrosia,1,ancient_robes,1,,,,,rtk-lua
magic_shield_mage,3,38,0,ambrosia,1,ancient_robes,1,,,,,rtk-lua
spirits_power_mage,3,39,250,fine_snake_meat,5,ink,1,book,1,,,rtk-lua
life_force_mage,3,39,250,fine_snake_meat,5,ink,1,book,1,,,rtk-lua
gather_magic_mage,3,39,250,fine_snake_meat,5,ink,1,book,1,,,rtk-lua
kwisin_mask_mage,3,40,200,acorn,50,fox_fur,1,,,,,rtk-lua
mingken_mask_mage,3,40,200,acorn,50,fox_fur,1,,,,,rtk-lua
ohaeng_mask_mage,3,40,200,acorn,50,fox_fur,1,,,,,rtk-lua
ancestors_touch_mage,3,40,100,gold_acorn,1,bears_liver,10,mountain_ginseng,1,,,rtk-lua
life_flow_mage,3,40,100,gold_acorn,1,bears_liver,10,mountain_ginseng,1,,,rtk-lua
infuse_lifeforce_mage,3,40,100,gold_acorn,1,bears_liver,10,mountain_ginseng,1,,,rtk-lua
soul_spike_mage,3,41,250,gold_acorn,1,amethyst,1,,,,,rtk-lua
treefall_mage,3,41,250,gold_acorn,1,amethyst,1,,,,,rtk-lua
shatter_mage,3,41,250,gold_acorn,1,amethyst,1,,,,,rtk-lua
soul_chasm_mage,3,42,100,acorn,100,fox_fur,10,,,,,rtk-lua
winters_vortex_mage,3,42,100,acorn,100,fox_fur,10,,,,,rtk-lua
volcano_mage,3,42,100,acorn,100,fox_fur,10,,,,,rtk-lua
release_curse_mage,3,34,200,gold_acorn,1,fox_fur,10,,,,,rtk-lua
undo_evil_mage,3,34,200,gold_acorn,1,fox_fur,10,,,,,rtk-lua
restore_armor_mage,3,34,200,gold_acorn,1,fox_fur,10,,,,,rtk-lua
death_scream_mage,3,54,500,gold_acorn,1,scribes_pen,1,,,,,rtk-lua
natures_wounding_mage,3,54,500,gold_acorn,1,scribes_pen,1,,,,,rtk-lua
rain_of_fire_mage,3,54,500,gold_acorn,1,scribes_pen,1,,,,,rtk-lua
deaths_face_mage,3,44,250,acorn,70,lucky_coin,1,,,,,rtk-lua
unnatural_selection_mage,3,44,250,acorn,70,lucky_coin,1,,,,,rtk-lua
flaw_mage,3,44,250,acorn,70,lucky_coin,1,,,,,rtk-lua
spirits_leech_mage,3,59,500,snake_meat,10,fine_snake_meat,3,mountain_ginseng,1,,,rtk-lua
snake_bite_mage,3,59,500,snake_meat,10,fine_snake_meat,3,mountain_ginseng,1,,,rtk-lua
corruption_mage,3,59,500,snake_meat,10,fine_snake_meat,3,mountain_ginseng,1,,,rtk-lua
dark_veil_mage,3,61,400,amber,2,dark_amber,1,,,,,rtk-lua
winters_shadow_mage,3,61,400,amber,2,dark_amber,1,,,,,rtk-lua
ice_glare_mage,3,61,400,amber,2,dark_amber,1,,,,,rtk-lua
spirit_leash_mage,3,62,500,battle_helm,1,antler,20,,,,,rtk-lua
cold_binds_mage,3,62,500,battle_helm,1,antler,20,,,,,rtk-lua
lockup_mage,3,62,500,battle_helm,1,antler,20,,,,,rtk-lua
eater_of_the_dead_mage,3,64,500,acorn,70,amber,1,,,,,rtk-lua
forests_discord_mage,3,64,500,acorn,70,amber,1,,,,,rtk-lua
shatter_storm_mage,3,64,500,acorn,70,amber,1,,,,,rtk-lua
sweet_musings_mage,3,70,0,dark_amber,10,fox_blade,1,,,,,rtk-lua
essence_of_poppies_mage,3,70,0,dark_amber,10,fox_blade,1,,,,,rtk-lua
stillness_mage,3,70,0,dark_amber,10,fox_blade,1,,,,,rtk-lua
river_of_blood_mage,3,77,2500,dark_amber,3,steel_saber,1,,,,,rtk-lua
natural_disaster_mage,3,77,2500,dark_amber,3,steel_saber,1,,,,,rtk-lua
winds_of_disaster_mage,3,77,2500,dark_amber,3,steel_saber,1,,,,,rtk-lua
voids_touch_mage,3,82,0,dark_amber,5,viper_stick,1,,,,,rtk-lua
still_ethers_mage,3,82,0,dark_amber,5,viper_stick,1,,,,,rtk-lua
still_waters_mage,3,82,0,dark_amber,5,viper_stick,1,,,,,rtk-lua
dance_macabre_mage,3,85,2000,gold_acorn,3,dark_amber,2,,,,,rtk-lua
wilding_mage,3,85,2000,gold_acorn,3,dark_amber,2,,,,,rtk-lua
chain_lightning_mage,3,85,2000,gold_acorn,3,dark_amber,2,,,,,rtk-lua
still_embrace_mage,3,90,10000,mountain_ginseng,2,,,,,,,rtk-lua
infuse_life_mage,3,90,10000,mountain_ginseng,2,,,,,,,rtk-lua
healing_rain_mage,3,90,10000,mountain_ginseng,2,,,,,,,rtk-lua
consume_soul_mage,3,72,9000,stardrop,10,dark_amber,10,star_staff,1,,,rtk-lua
flesh_eaters_mage,3,72,9000,stardrop,10,dark_amber,10,star_staff,1,,,rtk-lua
hurricane_mage,3,72,9000,stardrop,10,dark_amber,10,star_staff,1,,,rtk-lua
hindrance_mage,3,99,60000,il_san_surge,1,jolt_trident,2,scribes_book,2,,,rtk-lua
solace_mage,3,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
festival_of_souls_mage,3,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
natures_bounty_mage,3,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
ohaengs_blessing_mage,3,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
volcanic_blast_mage,3,99,600000,,,,,,,,,rtk-lua
bekyuns_heal_mage,3,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
death_denied_mage,3,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
one_with_life_mage,3,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
balanced_touch_mage,3,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
inferno_mage,3,99,500000,,,,,,,,,rtk-lua
deaths_door_mage,3,99,500000,,,,,,,,,rtk-lua
natures_denial_mage,3,99,500000,,,,,,,,,rtk-lua
steel_storm_mage,3,99,500000,,,,,,,,,rtk-lua
ju_jak_curse_mage,3,99,60000,ee_san_surge,1,frozen_spear,4,scribes_book,4,,,rtk-lua
spirits_power_poet,4,7,0,ink,1,wine,1,,,,,rtk-lua
life_force_poet,4,7,0,ink,1,wine,1,,,,,rtk-lua
gather_magic_poet,4,7,0,ink,1,wine,1,,,,,rtk-lua
spirits_smile_poet,4,7,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
lifes_water_poet,4,7,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
quicken_poet,4,7,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
spirits_embrace_poet,4,9,100,aged_wine,1,,,,,,,rtk-lua
infuse_energy_poet,4,9,100,aged_wine,1,,,,,,,rtk-lua
lifes_river_poet,4,9,100,aged_wine,1,,,,,,,rtk-lua
glimpse_of_the_void_poet,4,11,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
bolt_poet,4,11,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
natures_ire_poet,4,11,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
cure_illness_poet,4,12,100,snake_meat,10,wine,1,,,,,rtk-lua
restore_health_poet,4,12,100,snake_meat,10,wine,1,,,,,rtk-lua
remove_poison_poet,4,12,100,snake_meat,10,wine,1,,,,,rtk-lua
thicken_skin_poet,4,14,10,snake_meat,20,ancient_armor,1,,,,,rtk-lua
shield_of_life_poet,4,14,10,snake_meat,20,ancient_armor,1,,,,,rtk-lua
elemental_armor_poet,4,14,10,snake_meat,20,ancient_armor,1,,,,,rtk-lua
spirits_kiss_poet,4,15,100,acorn,50,,,,,,,rtk-lua
spark_of_health_poet,4,15,100,acorn,50,,,,,,,rtk-lua
water_of_nature_poet,4,15,100,acorn,50,,,,,,,rtk-lua
embrace_of_the_void_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
lightning_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
natures_storm_poet,4,17,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
release_curse_poet,4,18,10,blue_ring,1,,,,,,,rtk-lua
undo_evil_poet,4,18,10,blue_ring,1,,,,,,,rtk-lua
restore_armor_poet,4,18,10,blue_ring,1,,,,,,,rtk-lua
strengthen_poet,4,21,100,snake_meat,20,antler,10,,,,,rtk-lua
bless_muscles_poet,4,21,100,snake_meat,20,antler,10,,,,,rtk-lua
power_burst_poet,4,21,100,snake_meat,20,antler,10,,,,,rtk-lua
spirit_strike_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
wrath_of_nature_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
thunderclap_poet,4,22,0,acorn,20,rabbit_meat,10,,,,,rtk-lua
ancestors_touch_poet,4,25,0,snake_meat,10,ink,1,,,,,rtk-lua
life_flow_poet,4,25,0,snake_meat,10,ink,1,,,,,rtk-lua
infuse_lifeforce_poet,4,25,0,snake_meat,10,ink,1,,,,,rtk-lua
brothers_of_spirit_poet,4,28,100,aged_wine,1,,,,,,,rtk-lua
gathering_of_power_poet,4,28,100,aged_wine,1,,,,,,,rtk-lua
natures_family_poet,4,28,100,aged_wine,1,,,,,,,rtk-lua
protect_soul_poet,4,30,0,scroll,1,ink,1,,,,,rtk-lua
guard_life_poet,4,30,0,scroll,1,ink,1,,,,,rtk-lua
magic_shield_poet,4,30,0,scroll,1,ink,1,,,,,rtk-lua
clear_darkness_poet,4,31,0,ancient_robes,1,,,,,,,rtk-lua
restore_sight_poet,4,31,0,ancient_robes,1,,,,,,,rtk-lua
purge_darkness_poet,4,31,0,ancient_robes,1,,,,,,,rtk-lua
possess_soul_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,rtk-lua
charm_life_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,rtk-lua
align_follower_poet,4,33,0,light_fox_fur,10,red_fox_fur,10,topaz,1,,,rtk-lua
release_binds_poet,4,34,100,fine_snake_meat,1,,,,,,,rtk-lua
return_movement_poet,4,34,100,fine_snake_meat,1,,,,,,,rtk-lua
free_movement_poet,4,34,100,fine_snake_meat,1,,,,,,,rtk-lua
ancestors_embrace_poet,4,40,0,aged_wine,1,amethyst,1,,,,,rtk-lua
lifeforce_poet,4,40,0,aged_wine,1,amethyst,1,,,,,rtk-lua
lifespring_poet,4,40,0,aged_wine,1,amethyst,1,,,,,rtk-lua
draw_energy_poet,4,35,1000,purple_ring,1,,,,,,,rtk-lua
harness_power_poet,4,35,1000,purple_ring,1,,,,,,,rtk-lua
combine_focus_poet,4,35,1000,purple_ring,1,,,,,,,rtk-lua
brethren_of_spirits_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,rtk-lua
gathering_of_the_flock_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,rtk-lua
gathering_of_majesty_poet,4,45,100,fox_fur,20,mountain_ginseng,1,,,,,rtk-lua
restore_will_poet,4,48,100,gold_acorn,1,scroll,1,,,,,rtk-lua
raise_guard_poet,4,48,100,gold_acorn,1,scroll,1,,,,,rtk-lua
align_armor_poet,4,48,100,gold_acorn,1,scroll,1,,,,,rtk-lua
ancestors_kiss_poet,4,50,100,light_fox_fur,20,mountain_ginseng,1,,,,,rtk-lua
fertile_soil_poet,4,50,100,light_fox_fur,20,mountain_ginseng,1,,,,,rtk-lua
waters_of_purity_poet,4,50,100,light_fox_fur,20,mountain_ginseng,1,,,,,rtk-lua
hear_spirits_poet,4,53,500,acorn,100,steel_saber,1,,,,,rtk-lua
improve_sight_poet,4,53,500,acorn,100,steel_saber,1,,,,,rtk-lua
show_hidden_poet,4,53,500,acorn,100,steel_saber,1,,,,,rtk-lua
spirit_puppet_poet,4,56,2000,wicked_staff,1,fragile_rose,1,,,,,rtk-lua
palm_of_life_poet,4,56,2000,wicked_staff,1,fragile_rose,1,,,,,rtk-lua
tornado_poet,4,56,2000,wicked_staff,1,fragile_rose,1,,,,,rtk-lua
spirit_barrier_poet,4,60,50,acorn,70,light_fox_fur,20,,,,,rtk-lua
life_barrier_poet,4,60,50,acorn,70,light_fox_fur,20,,,,,rtk-lua
balance_barrier_poet,4,60,50,acorn,70,light_fox_fur,20,,,,,rtk-lua
share_energy_poet,4,45,100,gold_acorn,1,amethyst,1,,,,,rtk-lua
bestow_power_poet,4,45,100,gold_acorn,1,amethyst,1,,,,,rtk-lua
release_focus_poet,4,45,100,gold_acorn,1,amethyst,1,,,,,rtk-lua
damage_will_poet,4,55,1000,acorn,80,amber,2,,,,,rtk-lua
drop_guard_poet,4,55,1000,acorn,80,amber,2,,,,,rtk-lua
unalign_armor_poet,4,55,1000,acorn,80,amber,2,,,,,rtk-lua
earthquake_poet,4,74,500,acorn,80,amber,5,,,,,rtk-lua
tossing_the_bones_poet,4,74,500,acorn,80,amber,5,,,,,rtk-lua
natures_fury_poet,4,74,500,acorn,80,amber,5,,,,,rtk-lua
groundstrike_poet,4,74,500,acorn,80,amber,5,,,,,rtk-lua
block_entry_poet,4,75,500,acorn,50,dark_amber,1,,,,,rtk-lua
distance_self_poet,4,75,500,acorn,50,dark_amber,1,,,,,rtk-lua
protect_sides_poet,4,75,500,acorn,50,dark_amber,1,,,,,rtk-lua
clan_of_souls_poet,4,80,800,acorn,80,dark_amber,1,,,,,rtk-lua
healing_hand_poet,4,80,800,acorn,80,dark_amber,1,,,,,rtk-lua
earths_embrace_poet,4,80,800,acorn,80,dark_amber,1,,,,,rtk-lua
deaths_guard_poet,4,95,5000,acorn,100,amber,20,,,,,rtk-lua
lifes_protection_poet,4,95,5000,acorn,100,amber,20,,,,,rtk-lua
body_of_alignment_poet,4,95,5000,acorn,100,amber,20,,,,,rtk-lua
remove_magic_poet,4,88,100,acorn,80,poet_whip,1,,,,,rtk-lua
return_natural_poet,4,88,100,acorn,80,poet_whip,1,,,,,rtk-lua
restore_balance_poet,4,88,100,acorn,80,poet_whip,1,,,,,rtk-lua
dance_of_death_poet,4,90,10000,gold_acorn,5,,,,,,,rtk-lua
breaking_of_the_world_poet,4,90,10000,gold_acorn,5,,,,,,,rtk-lua
storm_crow_poet,4,90,10000,gold_acorn,5,,,,,,,rtk-lua
breath_of_power_poet,4,85,5000,acorn,100,dark_amber,1,red_potion,1,,,rtk-lua
healing_breath_poet,4,85,5000,acorn,100,dark_amber,1,red_potion,1,,,rtk-lua
breath_of_life_poet,4,85,5000,acorn,100,dark_amber,1,red_potion,1,,,rtk-lua
return_spirit_poet,4,99,10000,acorn,200,dark_amber,5,red_potion,2,,,rtk-lua
mingken_blessing_poet,4,99,10000,acorn,200,dark_amber,5,red_potion,2,,,rtk-lua
death_undone_poet,4,99,10000,acorn,200,dark_amber,5,red_potion,2,,,rtk-lua
healers_revenge_poet,4,99,40000,il_san_charm,1,fragile_rose,2,jolt_trident,2,,,rtk-lua
stream_of_life_poet,4,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
purity_of_spirit_poet,4,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
natures_abundance_poet,4,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
forge_of_life_poet,4,99,10000,mountain_ginseng,1,,,,,,,rtk-lua
bolster_poet,4,99,150000,,,,,,,,,rtk-lua
dark_armor_poet,4,99,150000,,,,,,,,,rtk-lua
life_armor_poet,4,99,150000,,,,,,,,,rtk-lua
armor_of_elements_poet,4,99,150000,,,,,,,,,rtk-lua
dishearten_poet,4,99,150000,,,,,,,,,rtk-lua
dark_fear_poet,4,99,150000,,,,,,,,,rtk-lua
break_will_poet,4,99,150000,,,,,,,,,rtk-lua
harshen_attack_poet,4,99,150000,,,,,,,,,rtk-lua
essence_of_life_poet,4,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
essence_of_spirit_poet,4,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
lifes_embrace_poet,4,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
earths_cradle_poet,4,99,25000,mountain_ginseng,1,,,,,,,rtk-lua
hyun_moo_spite_poet,4,99,60000,ee_san_charm,1,fragile_rose,4,frozen_spear,4,,,rtk-lua
cotw_caterpillar_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
cotw_fluffy_dog_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
cotw_panda_bear_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
cotw_wild_monkey_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
cotw_gorilla_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
kwisin_companion_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
mingken_companion_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
ohaeng_companion_poet,4,68,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
kwisin_assistant_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
mingken_assistant_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
ohaeng_assistant_poet,4,72,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
kwisin_protector_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
mingken_protector_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
ohaeng_protector_poet,4,81,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
kwisin_fighter_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
mingken_fighter_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
ohaeng_fighter_poet,4,90,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
kwisin_warrior_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
mingken_warrior_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
ohaeng_warrior_poet,4,99,1000,acorn,100,pearl_charm,1,,,,,rtk-lua
kwisin_champion_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,rtk-lua
mingken_champion_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,rtk-lua
ohaeng_champion_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,rtk-lua
kwisin_avatar_poet,4,99,250000,,,,,,,,,rtk-lua
mingken_avatar_poet,4,99,250000,,,,,,,,,rtk-lua
ohaeng_avatar_poet,4,99,250000,,,,,,,,,rtk-lua
cotw_wind_dancer_poet,4,99,150000,splendid_tiger_pelt,10,well_crafted_white_amber,1,yellow_amber,10,,,rtk-lua
cotw_wind_warrior_poet,4,99,250000,,,,,,,,,rtk-lua
