ts,eid,mob,zone,hit,dmg,level,might,grace,will,dam,hit_stat,ac,self_x,self_y,mob_x,mob_y,facing,rel_dir,dist,weapon,gear
1786816265145,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816265751,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816268483,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816269091,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816269598,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816270204,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816270930,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816271541,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816272148,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816272878,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816273487,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816274095,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816274826,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816277678,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816278285,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816278894,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816279624,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816280231,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816280839,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816281568,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816282175,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816282782,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816285391,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816515787,208293,,Mythic Waters 1,1,54,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816516391,208293,,Mythic Waters 1,1,52,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816516995,208293,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816517720,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816518324,208293,,Mythic Waters 1,1,119,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816518929,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816519657,208293,,Mythic Waters 1,1,28,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816520262,208293,,Mythic Waters 1,1,38,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816520870,208293,,Mythic Waters 1,1,28,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816521597,208293,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816522203,208293,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816522809,208293,,Mythic Waters 1,1,28,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816523534,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816524141,208293,,Mythic Waters 1,1,29,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816524746,208293,,Mythic Waters 1,1,29,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816525474,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816526079,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816526684,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816527410,208293,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816528018,208293,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816528627,208293,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816529372,208293,,Mythic Waters 1,1,34,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816529976,208293,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816530580,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816531304,208293,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816533510,208293,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816533848,208293,,Mythic Waters 1,1,34,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816536587,208293,,Mythic Waters 1,1,35,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816538285,208293,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816539013,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816539738,208293,,Mythic Waters 1,1,38,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816540706,208293,,Mythic Waters 1,1,31,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816543433,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816544037,208293,,Mythic Waters 1,1,37,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816547627,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816550485,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816551091,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816551695,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816552420,208293,,Mythic Waters 1,1,31,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816553025,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816553632,208293,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816556245,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816556851,208293,,Mythic Waters 1,1,29,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816557457,208293,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816558183,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816558788,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816559392,208293,,Mythic Waters 1,1,28,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816560138,208293,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816560752,208293,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816561357,208293,,Mythic Waters 1,1,30,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816564453,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816565060,208293,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816565664,208293,,Mythic Waters 1,1,78,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816566389,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816566991,208293,,Mythic Waters 1,1,30,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816567595,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816568318,208293,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816568923,208293,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816569528,208293,,Mythic Waters 1,1,96,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816572141,208293,,Mythic Waters 1,1,29,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816572745,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816573351,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816574081,208293,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816574684,208293,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816575289,208293,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816575793,208293,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816576516,208293,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816579370,208293,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816579973,208293,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816580577,208293,,Mythic Waters 1,1,30,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816581303,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816581904,208293,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816582509,208293,,Mythic Waters 1,1,34,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816583234,208293,,Mythic Waters 1,1,30,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816583839,208293,,Mythic Waters 1,1,38,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816584444,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,17,17,18,17,1,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816585169,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816585773,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816586378,208293,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,18,17,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816587102,258360,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816589953,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816590556,258360,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816591066,258360,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816591671,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816592397,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816593000,258360,,Mythic Waters 1,1,31,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816593603,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816594329,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816594934,258360,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816595538,258360,,Mythic Waters 1,1,29,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816596262,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816596867,258360,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816597472,258360,,Mythic Waters 1,1,37,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816598195,258360,,Mythic Waters 1,1,31,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816598802,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816599404,258360,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816600130,258360,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816600734,258360,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816601338,258360,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816602062,258360,,Mythic Waters 1,1,105,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816602667,258360,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816603272,258360,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816604000,258360,,Mythic Waters 1,1,30,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816606853,258360,,Mythic Waters 1,1,35,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816607357,258360,,Mythic Waters 1,1,35,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816607960,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816608562,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816609284,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816609888,258360,,Mythic Waters 1,1,31,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816610493,258360,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816611212,258360,,Mythic Waters 1,1,27,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816611815,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816612419,258360,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816613140,258360,,Mythic Waters 1,1,28,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816613742,258360,,Mythic Waters 1,1,30,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816614348,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816615070,258360,,Mythic Waters 1,1,36,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816615677,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816616280,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816617005,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816617609,258360,,Mythic Waters 1,1,25,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816618214,258360,,Mythic Waters 1,1,38,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816618938,258360,,Mythic Waters 1,0,0,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816619540,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816620143,258360,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816620866,258360,,Mythic Waters 1,1,29,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816621472,258360,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816624202,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816624706,258360,,Mythic Waters 1,1,26,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816625311,258360,,Mythic Waters 1,1,34,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816625915,258360,,Mythic Waters 1,1,33,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816626637,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816627242,258360,,Mythic Waters 1,1,39,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816627846,258360,,Mythic Waters 1,1,32,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786816628569,258360,,Mythic Waters 1,1,35,27,19,27,13,0,6,26,18,17,17,17,3,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
