Map,MobId,Count,MinX,MinY,MaxX,MaxY,Timer,Group
539,468,1,0,0,0,0,420,1
539,469,2,0,0,0,0,300,0
540,466,18,0,0,0,0,300,0
540,468,1,0,0,0,0,420,1
540,469,2,0,0,0,0,300,0
541,466,18,0,0,0,0,300,0
541,468,1,0,0,0,0,420,1
541,469,2,0,0,0,0,300,0
1001,1,13,0,0,0,0,300,0
1002,1,75,0,0,0,0,300,0
1002,2,75,0,0,0,0,300,0
1002,3,15,0,0,0,0,300,0
1002,4,15,0,0,0,0,300,0
1002,8,15,0,0,0,0,300,0
1002,9,15,0,0,0,0,300,0
1002,10,15,0,0,0,0,300,0
1002,70,15,0,0,0,0,300,0
1002,71,100,86,88,136,162,240,1
1002,72,15,0,0,0,0,300,0
1002,73,15,0,0,0,0,300,0
1002,74,15,0,0,0,0,300,0
1002,814,5,0,0,0,0,300,0
1005,1,76,162,122,221,150,300,1
1005,4,12,0,0,0,0,300,0
1005,8,10,0,0,0,0,300,0
1005,9,6,0,0,0,0,300,0
1005,70,4,0,0,0,0,300,0
1005,71,36,162,122,221,150,300,1
1005,72,10,0,0,0,0,300,0
1005,511,6,222,5,247,38,300,3
1005,512,12,48,135,117,170,300,2
1005,513,4,187,5,220,23,300,4
1005,514,8,0,0,0,0,300,0
1008,1,18,70,23,79,67,300,1
1008,2,24,0,44,54,62,300,0
1008,3,10,0,44,54,62,300,0
1008,4,10,0,44,54,62,300,0
1008,8,2,0,44,54,62,300,0
1008,9,5,0,44,54,62,300,0
1008,10,12,8,78,79,102,300,2
1008,72,6,8,78,79,102,300,2
1008,464,72,0,160,79,199,300,4
1008,465,24,0,160,79,199,300,4
1008,512,4,70,23,79,67,300,1
1008,514,6,8,78,79,126,300,3
1009,1,35,0,0,0,0,240,0
1009,2,25,0,0,0,0,240,0
1009,3,5,0,0,0,0,240,0
1009,4,5,0,0,0,0,240,0
1009,10,15,0,0,0,0,240,0
1009,72,15,0,0,0,0,240,0
1009,313,1,0,0,0,0,21600,1
1023,8,10,0,0,0,0,2,0
1023,10,20,0,0,0,0,2,0
1023,72,10,0,0,0,0,2,0
1023,547,20,0,0,0,0,2,0
1228,315,40,0,0,0,0,120,0
1271,487,14,0,0,0,0,300,0
1271,489,1,0,0,0,0,300,0
1272,487,16,0,0,0,0,300,0
1272,489,1,0,0,0,0,300,0
1273,487,18,0,0,0,0,300,0
1273,489,1,0,0,0,0,300,0
1274,488,20,0,0,0,0,300,0
1274,489,2,0,0,0,0,300,0
1275,488,20,0,0,0,0,300,0
1275,489,2,0,0,0,0,300,0
1276,488,20,0,0,0,0,300,0
1276,489,3,0,0,0,0,300,0
1277,488,24,0,0,0,0,300,0
1277,490,1,0,0,0,0,900,1
1301,475,48,0,0,0,0,300,0
1302,475,24,0,0,0,0,300,0
1302,476,24,0,0,0,0,300,0
1303,475,36,0,0,0,0,300,0
1303,476,12,0,0,0,0,300,0
1304,475,12,0,0,0,0,300,0
1304,476,36,0,0,0,0,300,0
1305,475,24,0,0,0,0,300,0
1305,476,24,0,0,0,0,300,0
1306,476,48,0,0,0,0,300,0
1308,477,36,0,0,0,0,240,0
1308,478,1,0,0,0,0,300,1
1311,515,16,0,0,0,0,120,0
1312,515,20,0,0,0,0,120,0
1313,515,20,0,0,0,0,120,0
1314,515,15,0,0,0,0,120,0
1314,516,15,0,0,0,0,120,0
1315,515,10,0,0,0,0,120,0
1315,516,10,0,0,0,0,120,0
1316,516,30,0,0,0,0,120,0
1316,517,1,0,0,0,0,3600,1
1317,516,30,0,0,0,0,120,0
1317,517,1,0,0,0,0,3600,1
1351,52,18,0,0,0,0,300,0
1351,53,8,0,0,0,0,300,0
1351,55,4,0,0,0,0,300,0
1352,52,18,0,0,0,0,300,0
1352,53,8,0,0,0,0,300,0
1352,55,4,0,0,0,0,300,0
1353,52,18,0,0,0,0,300,0
1353,53,8,0,0,0,0,300,0
1353,55,4,0,0,0,0,300,0
1354,52,18,0,0,0,0,300,0
1354,53,8,0,0,0,0,300,0
1354,55,4,0,0,0,0,300,0
1355,52,18,0,0,0,0,300,0
1355,53,8,0,0,0,0,300,0
1355,55,4,0,0,0,0,300,0
1356,52,18,0,0,0,0,300,0
1356,53,8,0,0,0,0,300,0
1356,55,4,0,0,0,0,300,0
1357,52,18,0,0,0,0,300,0
1357,53,8,0,0,0,0,300,0
1357,55,4,0,0,0,0,300,0
1358,52,18,0,0,0,0,300,0
1358,53,8,0,0,0,0,300,0
1358,55,4,0,0,0,0,300,0
1359,52,18,0,0,0,0,300,0
1359,53,8,0,0,0,0,300,0
1359,55,4,0,0,0,0,300,0
1451,2,10,0,0,0,0,300,0
1451,4,5,0,0,0,0,300,0
1452,2,15,0,0,0,0,300,0
1452,4,8,0,0,0,0,300,0
1453,2,15,0,0,0,0,300,0
1453,4,8,0,0,0,0,300,0
1454,2,20,0,0,0,0,300,0
1454,4,10,0,0,0,0,300,0
1455,1,3,0,0,0,0,300,0
1455,2,4,0,0,0,0,300,0
2500,1,65,0,0,0,0,240,0
2500,2,45,0,0,0,0,240,0
2500,3,28,0,0,0,0,240,0
2500,4,24,0,0,0,0,240,0
2500,10,25,0,0,0,0,240,0
2500,72,20,0,0,0,0,240,0
2500,313,1,0,0,0,0,21600,1
2500,314,20,0,0,0,0,240,0
2521,301,40,0,0,0,0,300,0
2521,302,30,0,0,0,0,300,0
2522,301,40,0,0,0,0,300,0
2523,301,40,0,0,0,0,300,0
2523,302,30,0,0,0,0,300,0
2524,301,50,0,0,0,0,300,0
2524,302,50,0,0,0,0,300,0
2525,301,50,0,0,0,0,300,0
2525,302,50,0,0,0,0,300,0
2526,301,50,0,0,0,0,300,0
2526,302,50,0,0,0,0,300,0
2527,301,40,0,0,0,0,300,0
2527,302,40,0,0,0,0,300,0
2528,302,60,0,0,0,0,300,0
2529,301,40,0,0,0,0,300,0
2529,302,40,0,0,0,0,300,0
2530,303,1,0,0,0,0,300,0
2535,185,20,0,0,0,0,300,0
2536,185,20,0,0,0,0,300,0
2537,182,5,0,0,0,0,330,0
2537,185,22,0,0,0,0,330,0
2538,182,5,0,0,0,0,240,0
2538,185,20,0,0,0,0,300,1
2539,182,5,0,0,0,0,240,0
2539,185,22,0,0,0,0,240,0
2542,1,3,0,0,0,0,330,0
2542,185,3,0,0,0,0,330,0
2543,1,5,0,0,0,0,330,0
2543,185,5,0,0,0,0,330,0
2544,183,6,0,0,0,0,240,0
2546,186,2,0,0,0,0,240,0
2546,187,2,0,0,0,0,240,0
2546,188,2,0,0,0,0,240,0
2546,189,2,0,0,0,0,240,0
2546,190,2,0,0,0,0,240,0
2546,191,2,0,0,0,0,240,0
2546,192,2,0,0,0,0,240,0
2546,193,2,0,0,0,0,240,0
2546,194,2,0,0,0,0,240,0
2546,195,2,0,0,0,0,240,0
2546,196,2,0,0,0,0,240,0
2546,197,2,0,0,0,0,240,0
2547,186,2,0,0,0,0,240,0
2547,187,2,0,0,0,0,240,0
2547,188,2,0,0,0,0,240,0
2547,189,2,0,0,0,0,240,0
2547,190,2,0,0,0,0,240,0
2547,191,2,0,0,0,0,240,0
2547,192,2,0,0,0,0,240,0
2547,193,2,0,0,0,0,240,0
2547,194,2,0,0,0,0,240,0
2547,195,2,0,0,0,0,240,0
2547,196,2,0,0,0,0,240,0
2547,197,2,0,0,0,0,240,0
2548,186,2,0,0,0,0,240,0
2548,187,2,0,0,0,0,240,0
2548,188,2,0,0,0,0,240,0
2548,189,2,0,0,0,0,240,0
2548,190,2,0,0,0,0,240,0
2548,191,2,0,0,0,0,240,0
2548,192,2,0,0,0,0,240,0
2548,193,2,0,0,0,0,240,0
2548,194,2,0,0,0,0,240,0
2548,195,2,0,0,0,0,240,0
2548,196,2,0,0,0,0,240,0
2548,197,2,0,0,0,0,240,0
2551,186,2,0,0,0,0,240,0
2551,187,2,0,0,0,0,240,0
2551,188,2,0,0,0,0,240,0
2551,189,2,0,0,0,0,240,0
2551,190,2,0,0,0,0,240,0
2551,191,2,0,0,0,0,240,0
2551,192,2,0,0,0,0,240,0
2551,193,2,0,0,0,0,240,0
2551,194,2,0,0,0,0,240,0
2551,195,2,0,0,0,0,240,0
2551,196,2,0,0,0,0,240,0
2551,197,2,0,0,0,0,240,0
2552,186,2,0,0,0,0,240,0
2552,187,2,0,0,0,0,240,0
2552,188,2,0,0,0,0,240,0
2552,189,2,0,0,0,0,240,0
2552,190,2,0,0,0,0,240,0
2552,191,2,0,0,0,0,240,0
2552,192,2,0,0,0,0,240,0
2552,193,2,0,0,0,0,240,0
2552,194,2,0,0,0,0,240,0
2552,195,2,0,0,0,0,240,0
2552,196,2,0,0,0,0,240,0
2552,197,2,0,0,0,0,240,0
2553,186,2,0,0,0,0,240,0
2553,187,2,0,0,0,0,240,0
2553,188,2,0,0,0,0,240,0
2553,189,2,0,0,0,0,240,0
2553,190,2,0,0,0,0,240,0
2553,191,2,0,0,0,0,240,0
2553,192,2,0,0,0,0,240,0
2553,193,2,0,0,0,0,240,0
2553,194,2,0,0,0,0,240,0
2553,195,2,0,0,0,0,240,0
2553,196,2,0,0,0,0,240,0
2553,197,2,0,0,0,0,240,0
2556,186,2,0,0,0,0,240,0
2556,187,2,0,0,0,0,240,0
2556,188,2,0,0,0,0,240,0
2556,189,2,0,0,0,0,240,0
2556,190,2,0,0,0,0,240,0
2556,191,2,0,0,0,0,240,0
2556,192,2,0,0,0,0,240,0
2556,193,2,0,0,0,0,240,0
2556,194,2,0,0,0,0,240,0
2556,195,2,0,0,0,0,240,0
2556,196,2,0,0,0,0,240,0
2556,197,2,0,0,0,0,240,0
2557,186,2,0,0,0,0,240,0
2557,187,2,0,0,0,0,240,0
2557,188,2,0,0,0,0,240,0
2557,189,2,0,0,0,0,240,0
2557,190,2,0,0,0,0,240,0
2557,191,2,0,0,0,0,240,0
2557,192,2,0,0,0,0,240,0
2557,193,2,0,0,0,0,240,0
2557,194,2,0,0,0,0,240,0
2557,195,2,0,0,0,0,240,0
2557,196,2,0,0,0,0,240,0
2557,197,2,0,0,0,0,240,0
2558,186,2,0,0,0,0,240,0
2558,187,2,0,0,0,0,240,0
2558,188,2,0,0,0,0,240,0
2558,189,2,0,0,0,0,240,0
2558,190,2,0,0,0,0,240,0
2558,191,2,0,0,0,0,240,0
2558,192,2,0,0,0,0,240,0
2558,193,2,0,0,0,0,240,0
2558,194,2,0,0,0,0,240,0
2558,195,2,0,0,0,0,240,0
2558,196,2,0,0,0,0,240,0
2558,197,2,0,0,0,0,240,0
2561,186,2,0,0,0,0,240,0
2561,187,2,0,0,0,0,240,0
2561,188,2,0,0,0,0,240,0
2561,189,2,0,0,0,0,240,0
2561,190,2,0,0,0,0,240,0
2561,191,2,0,0,0,0,240,0
2561,192,2,0,0,0,0,240,0
2561,193,2,0,0,0,0,240,0
2561,194,2,0,0,0,0,240,0
2561,195,2,0,0,0,0,240,0
2561,196,2,0,0,0,0,240,0
2561,197,2,0,0,0,0,240,0
2562,186,2,0,0,0,0,240,0
2562,187,2,0,0,0,0,240,0
2562,188,2,0,0,0,0,240,0
2562,189,2,0,0,0,0,240,0
2562,190,2,0,0,0,0,240,0
2562,191,2,0,0,0,0,240,0
2562,192,2,0,0,0,0,240,0
2562,193,2,0,0,0,0,240,0
2562,194,2,0,0,0,0,240,0
2562,195,2,0,0,0,0,240,0
2562,196,2,0,0,0,0,240,0
2562,197,2,0,0,0,0,240,0
2563,186,2,0,0,0,0,240,0
2563,187,2,0,0,0,0,240,0
2563,188,2,0,0,0,0,240,0
2563,189,2,0,0,0,0,240,0
2563,190,2,0,0,0,0,240,0
2563,191,2,0,0,0,0,240,0
2563,192,2,0,0,0,0,240,0
2563,193,2,0,0,0,0,240,0
2563,194,2,0,0,0,0,240,0
2563,195,2,0,0,0,0,240,0
2563,196,2,0,0,0,0,240,0
2563,197,2,0,0,0,0,240,0
2566,186,2,0,0,0,0,240,0
2566,187,2,0,0,0,0,240,0
2566,188,2,0,0,0,0,240,0
2566,189,2,0,0,0,0,240,0
2566,190,2,0,0,0,0,240,0
2566,191,2,0,0,0,0,240,0
2566,192,2,0,0,0,0,240,0
2566,193,2,0,0,0,0,240,0
2566,194,2,0,0,0,0,240,0
2566,195,2,0,0,0,0,240,0
2566,196,2,0,0,0,0,240,0
2566,197,2,0,0,0,0,240,0
2567,186,2,0,0,0,0,240,0
2567,187,2,0,0,0,0,240,0
2567,188,2,0,0,0,0,240,0
2567,189,2,0,0,0,0,240,0
2567,190,2,0,0,0,0,240,0
2567,191,2,0,0,0,0,240,0
2567,192,2,0,0,0,0,240,0
2567,193,2,0,0,0,0,240,0
2567,194,2,0,0,0,0,240,0
2567,195,2,0,0,0,0,240,0
2567,196,2,0,0,0,0,240,0
2567,197,2,0,0,0,0,240,0
2568,186,2,0,0,0,0,240,0
2568,187,2,0,0,0,0,240,0
2568,188,2,0,0,0,0,240,0
2568,189,2,0,0,0,0,240,0
2568,190,2,0,0,0,0,240,0
2568,191,2,0,0,0,0,240,0
2568,192,2,0,0,0,0,240,0
2568,193,2,0,0,0,0,240,0
2568,194,2,0,0,0,0,240,0
2568,195,2,0,0,0,0,240,0
2568,196,2,0,0,0,0,240,0
2568,197,2,0,0,0,0,240,0
2575,186,2,0,0,0,0,240,0
2575,187,2,0,0,0,0,240,0
2575,188,2,0,0,0,0,240,0
2575,189,2,0,0,0,0,240,0
2575,190,2,0,0,0,0,240,0
2575,191,2,0,0,0,0,240,0
2575,192,2,0,0,0,0,240,0
2575,193,2,0,0,0,0,240,0
2575,194,2,0,0,0,0,240,0
2575,195,2,0,0,0,0,240,0
2575,196,2,0,0,0,0,240,0
2575,197,2,0,0,0,0,240,0
2576,186,2,0,0,0,0,240,0
2576,187,2,0,0,0,0,240,0
2576,188,2,0,0,0,0,240,0
2576,189,2,0,0,0,0,240,0
2576,190,2,0,0,0,0,240,0
2576,191,2,0,0,0,0,240,0
2576,192,2,0,0,0,0,240,0
2576,193,2,0,0,0,0,240,0
2576,194,2,0,0,0,0,240,0
2576,195,2,0,0,0,0,240,0
2576,196,2,0,0,0,0,240,0
2576,197,2,0,0,0,0,240,0
2577,186,2,0,0,0,0,240,0
2577,187,2,0,0,0,0,240,0
2577,188,2,0,0,0,0,240,0
2577,189,2,0,0,0,0,240,0
2577,190,2,0,0,0,0,240,0
2577,191,2,0,0,0,0,240,0
2577,192,2,0,0,0,0,240,0
2577,193,2,0,0,0,0,240,0
2577,194,2,0,0,0,0,240,0
2577,195,2,0,0,0,0,240,0
2577,196,2,0,0,0,0,240,0
2577,197,2,0,0,0,0,240,0
2578,186,2,0,0,0,0,240,0
2578,187,2,0,0,0,0,240,0
2578,188,2,0,0,0,0,240,0
2578,189,2,0,0,0,0,240,0
2578,190,2,0,0,0,0,240,0
2578,191,2,0,0,0,0,240,0
2578,192,2,0,0,0,0,240,0
2578,193,2,0,0,0,0,240,0
2578,194,2,0,0,0,0,240,0
2578,195,2,0,0,0,0,240,0
2578,196,2,0,0,0,0,240,0
2578,197,2,0,0,0,0,240,0
2579,186,2,0,0,0,0,240,0
2579,187,2,0,0,0,0,240,0
2579,188,2,0,0,0,0,240,0
2579,189,2,0,0,0,0,240,0
2579,190,2,0,0,0,0,240,0
2579,191,2,0,0,0,0,240,0
2579,192,2,0,0,0,0,240,0
2579,193,2,0,0,0,0,240,0
2579,194,2,0,0,0,0,240,0
2579,195,2,0,0,0,0,240,0
2579,196,2,0,0,0,0,240,0
2579,197,2,0,0,0,0,240,0
2580,186,2,0,0,0,0,240,0
2580,187,2,0,0,0,0,240,0
2580,188,2,0,0,0,0,240,0
2580,189,2,0,0,0,0,240,0
2580,190,2,0,0,0,0,240,0
2580,191,2,0,0,0,0,240,0
2580,192,2,0,0,0,0,240,0
2580,193,2,0,0,0,0,240,0
2580,194,2,0,0,0,0,240,0
2580,195,2,0,0,0,0,240,0
2580,196,2,0,0,0,0,240,0
2580,197,2,0,0,0,0,240,0
2581,186,2,0,0,0,0,240,0
2581,187,2,0,0,0,0,240,0
2581,188,2,0,0,0,0,240,0
2581,189,2,0,0,0,0,240,0
2581,190,2,0,0,0,0,240,0
2581,191,2,0,0,0,0,240,0
2581,192,2,0,0,0,0,240,0
2581,193,2,0,0,0,0,240,0
2581,194,2,0,0,0,0,240,0
2581,195,2,0,0,0,0,240,0
2581,196,2,0,0,0,0,240,0
2581,197,2,0,0,0,0,240,0
2582,186,2,0,0,0,0,240,0
2582,187,2,0,0,0,0,240,0
2582,188,2,0,0,0,0,240,0
2582,189,2,0,0,0,0,240,0
2582,190,2,0,0,0,0,240,0
2582,191,2,0,0,0,0,240,0
2582,192,2,0,0,0,0,240,0
2582,193,2,0,0,0,0,240,0
2582,194,2,0,0,0,0,240,0
2582,195,2,0,0,0,0,240,0
2582,196,2,0,0,0,0,240,0
2582,197,2,0,0,0,0,240,0
2583,186,2,0,0,0,0,240,0
2583,187,2,0,0,0,0,240,0
2583,188,2,0,0,0,0,240,0
2583,189,2,0,0,0,0,240,0
2583,190,2,0,0,0,0,240,0
2583,191,2,0,0,0,0,240,0
2583,192,2,0,0,0,0,240,0
2583,193,2,0,0,0,0,240,0
2583,194,2,0,0,0,0,240,0
2583,195,2,0,0,0,0,240,0
2583,196,2,0,0,0,0,240,0
2583,197,2,0,0,0,0,240,0
2584,186,2,0,0,0,0,240,0
2584,187,2,0,0,0,0,240,0
2584,188,2,0,0,0,0,240,0
2584,189,2,0,0,0,0,240,0
2584,190,2,0,0,0,0,240,0
2584,191,2,0,0,0,0,240,0
2584,192,2,0,0,0,0,240,0
2584,193,2,0,0,0,0,240,0
2584,194,2,0,0,0,0,240,0
2584,195,2,0,0,0,0,240,0
2584,196,2,0,0,0,0,240,0
2584,197,2,0,0,0,0,240,0
2585,186,2,0,0,0,0,240,0
2585,187,2,0,0,0,0,240,0
2585,188,2,0,0,0,0,240,0
2585,189,2,0,0,0,0,240,0
2585,190,2,0,0,0,0,240,0
2585,191,2,0,0,0,0,240,0
2585,192,2,0,0,0,0,240,0
2585,193,2,0,0,0,0,240,0
2585,194,2,0,0,0,0,240,0
2585,195,2,0,0,0,0,240,0
2585,196,2,0,0,0,0,240,0
2585,197,2,0,0,0,0,240,0
2586,186,2,0,0,0,0,240,0
2586,187,2,0,0,0,0,240,0
2586,188,2,0,0,0,0,240,0
2586,189,2,0,0,0,0,240,0
2586,190,2,0,0,0,0,240,0
2586,191,2,0,0,0,0,240,0
2586,192,2,0,0,0,0,240,0
2586,193,2,0,0,0,0,240,0
2586,194,2,0,0,0,0,240,0
2586,195,2,0,0,0,0,240,0
2586,196,2,0,0,0,0,240,0
2586,197,2,0,0,0,0,240,0
2587,186,2,0,0,0,0,240,0
2587,187,2,0,0,0,0,240,0
2587,188,2,0,0,0,0,240,0
2587,189,2,0,0,0,0,240,0
2587,190,2,0,0,0,0,240,0
2587,191,2,0,0,0,0,240,0
2587,192,2,0,0,0,0,240,0
2587,193,2,0,0,0,0,240,0
2587,194,2,0,0,0,0,240,0
2587,195,2,0,0,0,0,240,0
2587,196,2,0,0,0,0,240,0
2587,197,2,0,0,0,0,240,0
2588,186,2,0,0,0,0,240,0
2588,187,2,0,0,0,0,240,0
2588,188,2,0,0,0,0,240,0
2588,189,2,0,0,0,0,240,0
2588,190,2,0,0,0,0,240,0
2588,191,2,0,0,0,0,240,0
2588,192,2,0,0,0,0,240,0
2588,193,2,0,0,0,0,240,0
2588,194,2,0,0,0,0,240,0
2588,195,2,0,0,0,0,240,0
2588,196,2,0,0,0,0,240,0
2588,197,2,0,0,0,0,240,0
2589,186,2,0,0,0,0,240,0
2589,187,2,0,0,0,0,240,0
2589,188,2,0,0,0,0,240,0
2589,189,2,0,0,0,0,240,0
2589,190,2,0,0,0,0,240,0
2589,191,2,0,0,0,0,240,0
2589,192,2,0,0,0,0,240,0
2589,193,2,0,0,0,0,240,0
2589,194,2,0,0,0,0,240,0
2589,195,2,0,0,0,0,240,0
2589,196,2,0,0,0,0,240,0
2589,197,2,0,0,0,0,240,0
3151,166,30,0,0,0,0,300,0
3152,166,30,0,0,0,0,300,0
3153,166,15,0,0,0,0,300,0
3153,167,15,0,0,0,0,300,0
3155,166,15,0,0,0,0,300,0
3155,167,15,0,0,0,0,300,0
3156,167,15,0,0,0,0,300,0
3156,168,15,0,0,0,0,300,0
3157,167,30,0,0,0,0,300,0
3158,167,10,0,0,0,0,300,0
3158,168,10,0,0,0,0,300,0
3158,169,10,0,0,0,0,300,0
3159,167,10,0,0,0,0,300,0
3159,168,10,0,0,0,0,300,0
3159,169,10,0,0,0,0,300,0
3160,326,30,0,0,0,0,300,0
3161,326,15,0,0,0,0,300,0
3161,327,15,0,0,0,0,300,0
3162,326,15,0,0,0,0,300,0
3162,327,15,0,0,0,0,300,0
3163,326,15,0,0,0,0,300,0
3163,327,15,0,0,0,0,300,0
3164,327,15,0,0,0,0,300,0
3164,328,15,0,0,0,0,300,0
3165,327,15,0,0,0,0,300,0
3165,328,15,0,0,0,0,300,0
3166,327,15,0,0,0,0,300,0
3166,328,15,0,0,0,0,300,0
3167,328,20,0,0,0,0,300,0
3167,329,10,0,0,0,0,300,0
3168,329,30,0,0,0,0,300,0
3169,330,26,0,0,0,0,300,0
3170,366,13,0,0,0,0,300,0
3170,367,13,0,0,0,0,300,0
3171,366,13,0,0,0,0,300,0
3171,367,13,0,0,0,0,300,0
3172,367,13,0,0,0,0,300,0
3173,367,13,0,0,0,0,300,0
3173,368,13,0,0,0,0,300,0
3174,367,13,0,0,0,0,300,0
3174,368,13,0,0,0,0,300,0
3175,367,13,0,0,0,0,300,0
3175,368,13,0,0,0,0,300,0
3176,367,13,0,0,0,0,300,0
3176,368,13,0,0,0,0,300,0
3177,367,13,0,0,0,0,300,0
3177,368,13,0,0,0,0,300,0
3178,367,13,0,0,0,0,300,0
3178,368,13,0,0,0,0,300,0
3179,367,13,0,0,0,0,300,0
3179,368,13,0,0,0,0,300,0
3180,369,20,0,0,0,0,300,0
3181,352,30,0,0,0,0,300,0
3182,353,15,0,0,0,0,300,0
3182,354,15,0,0,0,0,300,0
3183,356,20,0,0,0,0,300,0
3184,352,15,0,0,0,0,300,0
3184,353,15,0,0,0,0,300,0
3185,352,10,0,0,0,0,300,0
3185,353,10,0,0,0,0,300,0
3185,354,10,0,0,0,0,300,0
3186,354,30,0,0,0,0,300,0
3187,354,15,0,0,0,0,300,0
3187,355,15,0,0,0,0,300,0
3188,354,30,0,0,0,0,300,0
3189,353,10,0,0,0,0,300,0
3189,354,10,0,0,0,0,300,0
3189,355,10,0,0,0,0,300,0
3190,354,30,0,0,0,0,300,0
3191,402,15,0,0,0,0,90,0
3191,403,15,0,0,0,0,90,0
3192,402,10,0,0,0,0,90,0
3192,403,10,0,0,0,0,90,0
3192,404,10,0,0,0,0,90,0
3193,402,10,0,0,0,0,90,0
3193,403,10,0,0,0,0,90,0
3193,404,10,0,0,0,0,90,0
3194,402,10,0,0,0,0,90,0
3194,403,10,0,0,0,0,90,0
3194,404,10,0,0,0,0,90,0
3195,402,10,0,0,0,0,90,0
3195,403,10,0,0,0,0,90,0
3195,404,10,0,0,0,0,90,0
3196,406,20,0,0,0,0,300,0
3197,403,10,0,0,0,0,90,0
3197,404,10,0,0,0,0,90,0
3197,405,10,0,0,0,0,90,0
3198,403,10,0,0,0,0,90,0
3198,404,10,0,0,0,0,90,0
3198,405,10,0,0,0,0,90,0
3199,403,10,0,0,0,0,90,0
3199,404,10,0,0,0,0,90,0
3199,405,10,0,0,0,0,90,0
3200,403,10,0,0,0,0,90,0
3200,404,10,0,0,0,0,90,0
3200,405,10,0,0,0,0,90,0
3201,599,9,0,0,0,0,360,0
3202,524,6,0,0,0,0,360,0
3202,599,8,0,0,0,0,360,0
3203,524,6,0,0,0,0,360,0
3203,525,4,0,0,0,0,360,0
3203,599,8,0,0,0,0,360,0
3204,524,7,0,0,0,0,360,0
3204,525,4,0,0,0,0,360,0
3204,599,10,0,0,0,0,360,0
3205,524,7,0,0,0,0,360,0
3205,525,4,0,0,0,0,360,0
3205,599,10,0,0,0,0,360,0
3206,524,7,0,0,0,0,360,0
3206,525,4,0,0,0,0,360,0
3206,599,10,0,0,0,0,360,0
3207,524,6,0,0,0,0,360,0
3207,599,11,0,0,0,0,360,0
3208,524,5,0,23,29,39,360,0
3208,525,3,0,23,29,39,360,0
3208,599,8,0,23,29,39,360,0
3210,449,10,0,0,0,0,120,0
3210,450,10,0,0,0,0,120,0
3210,451,10,0,0,0,0,120,0
3211,449,30,0,0,0,0,120,0
3212,450,10,0,0,0,0,120,0
3212,451,10,0,0,0,0,120,0
3212,452,10,0,0,0,0,120,0
3213,450,10,0,0,0,0,120,0
3213,451,10,0,0,0,0,120,0
3213,452,10,0,0,0,0,120,0
3214,449,50,0,0,0,0,120,0
3215,450,10,0,0,0,0,120,0
3215,451,10,0,0,0,0,120,0
3215,452,10,0,0,0,0,120,0
3216,449,15,0,0,0,0,120,0
3216,450,15,0,0,0,0,120,0
3216,451,15,0,0,0,0,120,0
3217,453,20,0,0,0,0,120,0
3218,450,10,0,0,0,0,120,0
3218,451,10,0,0,0,0,120,0
3218,452,10,0,0,0,0,120,0
3231,432,15,0,0,0,0,115,0
3231,433,15,0,0,0,0,115,0
3232,433,10,0,0,0,0,115,0
3232,434,10,0,0,0,0,115,0
3232,435,10,0,0,0,0,115,0
3233,433,15,0,0,0,0,115,0
3233,434,15,0,0,0,0,115,0
3234,433,10,0,0,0,0,115,0
3234,434,10,0,0,0,0,115,0
3234,435,10,0,0,0,0,115,0
3235,436,20,0,0,0,0,115,0
3236,433,15,0,0,0,0,115,0
3236,434,15,0,0,0,0,115,0
3237,433,10,0,0,0,0,115,0
3237,434,10,0,0,0,0,115,0
3237,435,10,0,0,0,0,115,0
3238,433,15,0,0,0,0,115,0
3238,434,15,0,0,0,0,115,0
3239,433,15,0,0,0,0,115,0
3239,434,15,0,0,0,0,115,0
3240,378,10,0,0,0,0,210,0
3240,380,10,0,0,0,0,210,0
3240,811,10,0,0,0,0,210,0
3241,378,15,0,0,0,0,210,0
3241,810,15,0,0,0,0,210,0
3242,378,10,0,0,0,0,210,0
3242,380,10,0,0,0,0,210,0
3242,811,10,0,0,0,0,210,0
3243,380,15,0,0,0,0,210,0
3243,381,15,0,0,0,0,210,0
3243,811,5,0,0,0,0,210,0
3244,379,40,0,0,0,0,300,0
3244,382,20,0,0,0,0,300,0
3245,380,20,0,0,0,0,210,0
3245,811,7,0,0,0,0,210,0
3246,378,20,0,0,0,0,210,0
3247,380,13,0,0,0,0,210,0
3247,381,13,0,0,0,0,210,0
3247,810,13,0,0,0,0,210,0
3247,811,8,0,0,0,0,210,0
3248,380,15,0,0,0,0,210,0
3248,381,12,0,0,0,0,210,0
3248,810,12,0,0,0,0,210,0
3248,811,3,0,0,0,0,300,1
3250,418,8,0,0,0,0,300,0
3250,419,8,0,0,0,0,300,0
3251,417,9,0,0,0,0,300,0
3251,418,9,0,0,0,0,300,0
3252,417,7,0,0,0,0,300,0
3252,418,8,0,0,0,0,300,0
3253,418,8,0,0,0,0,300,0
3253,419,7,0,0,0,0,300,0
3254,418,25,0,0,0,0,300,0
3255,420,25,0,0,0,0,300,0
3256,418,15,0,0,0,0,300,0
3256,419,10,0,0,0,0,300,0
3257,416,8,0,0,0,0,300,0
3257,417,7,0,0,0,0,300,0
3258,418,25,0,0,0,0,300,0
3470,392,8,0,0,0,0,100,0
3470,393,8,0,0,0,0,100,0
3471,392,8,0,0,0,0,100,0
3471,393,8,0,0,0,0,100,0
3472,392,8,0,0,0,0,100,0
3472,393,8,0,0,0,0,100,0
3473,392,8,0,0,0,0,100,0
3473,393,8,0,0,0,0,100,0
3474,392,8,0,0,0,0,100,0
3474,393,8,0,0,0,0,100,0
