SplId,SplIdentifier,SplDescription,SplType,SplPthId,SplAlignment,SplMark,SplLevel,SplQuestion,SplDispel,SplAether,SplMute,SplActive,SplCanFail,SplTicker
3029,spirits_smile_mage,Spirit\'s Smile,5,3,1,0,0,,0,0,0,1,0,1
3030,lifes_water_mage,Life\'s Water,5,3,2,0,0,,0,0,0,1,0,1
3031,quicken_mage,Quicken,5,3,3,0,0,,0,0,0,1,0,1
3032,erupt_mage,Erupt,5,3,0,0,0,,0,0,0,1,1,1
3033,soulstorm_mage,Soulstorm,5,3,1,0,0,,0,0,0,1,1,1
3034,avalanche_mage,Avalanche,5,3,2,0,0,,0,0,0,1,1,1
3035,deluge_mage,Deluge,5,3,3,0,0,,0,0,0,1,1,1
3036,mend_wounds_mage,Mend wounds,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3037,spiritual_cure_mage,Spiritual Cure,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3038,natures_kiss_mage,Nature\'s Kiss,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3039,cooling_touch_mage,Cooling Touch,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3040,valor_mage,Valor,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3041,strengthen_mage,Strengthen,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3042,bless_muscles_mage,Bless Muscles,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3043,power_burst_mage,Power Burst,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3044,ion_mage,Ion,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3045,soul_strike_mage,Soul Strike,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3046,tree_dart_mage,Tree Dart,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3047,sunstroke_mage,Sunstroke,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3048,relief_mage,Relief,5,3,0,0,0,,0,0,0,1,0,1
3049,renew_essence_mage,Renew Essence,5,3,1,0,0,,0,0,0,1,0,1
3050,lifesong_mage,Lifesong,5,3,2,0,0,,0,0,0,1,0,1
3051,sweet_waters_mage,Sweet Waters,5,3,3,0,0,,0,0,0,1,0,1
3052,purge_mage,Purge,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3053,cure_illness_mage,Cure Illness,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3054,restore_health_mage,Restore Health,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3055,remove_poison_mage,Remove Poison,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3056,ion_charge_mage,Ion Charge,5,3,0,0,0,,0,0,0,1,1,1
3057,crescendo_mage,Crescendo,5,3,1,0,0,,0,0,0,1,1,1
3058,flight_of_arrows_mage,Flight of Arrows,5,3,2,0,0,,0,0,0,1,1,1
3059,blazing_sands_mage,Blazing Sands,5,3,3,0,0,,0,0,0,1,1,1
3060,recover_mage,Recover,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3061,spirits_embrace_mage,Spirit\'s Embrace,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3062,infuse_energy_mage,Infuse Energy,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3063,lifes_river_mage,Life\'s River,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3064,cure_paralysis_mage,Cure paralysis,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3065,release_binds_mage,Release Binds,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3066,return_movement_mage,Return Movement,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3067,free_movement_mage,Free Movement,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3068,sanctuary_mage,Sanctuary,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3069,protect_soul_mage,Protect Soul,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3070,guard_life_mage,Guard Life,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3071,magic_shield_mage,Magic Shield,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3072,invoke_mage,Invoke,5,3,0,0,0,,0,0,0,1,0,1
3073,spirits_power_mage,Spirit\'s Power,5,3,1,0,0,,0,0,0,1,0,1
3074,life_force_mage,Life Force,5,3,2,0,0,,0,0,0,1,0,1
3075,gather_magic_mage,Gather Magic,5,3,3,0,0,,0,0,0,1,0,1
3076,gangrel_mage,Gangrel,1,3,0,0,0,Fox or Wolf? >,0,0,0,1,0,1
3077,kwisin_mask_mage,Kwi-Sin Mask,5,3,1,0,0,,0,0,0,1,0,1
3078,mingken_mask_mage,Ming-Ken Mask,5,3,2,0,0,,0,0,0,1,0,1
3079,ohaeng_mask_mage,Ohaeng Mask,5,3,3,0,0,,0,0,0,1,0,1
3080,heal_mage,Heal,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3081,ancestors_touch_mage,Ancestor\'s Touch,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3082,life_flow_mage,Life Flow,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3083,infuse_lifeforce_mage,Infuse Life-Force,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3084,impact_mage,Impact,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3085,soul_spike_mage,Soul Spike,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3086,treefall_mage,Treefall,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3087,shatter_mage,Shatter,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3088,explode_mage,Explode,5,3,0,0,0,,0,0,0,1,1,1
3089,soul_chasm_mage,Soul Chasm,5,3,1,0,0,,0,0,0,1,1,1
3090,winters_vortex_mage,Winter\'s Vortex,5,3,2,0,0,,0,0,0,1,1,1
3091,volcano_mage,Volcano,5,3,3,0,0,,0,0,0,1,1,1
3092,remove_curse_mage,Remove Curse,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3093,release_curse_mage,Release Curse,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3094,undo_evil_mage,Undo Evil,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3095,restore_armor_mage,Restore Armor,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3096,beast_mage,Beast,1,3,0,0,0,Tiger or Bear? >,0,0,0,1,0,1
3097,kwisin_chameleon_mage,Kwi-Sin Chameleon,5,5,1,0,0,,0,0,0,1,0,1
3098,mingken_chameleon_mage,Ming-Ken Chameleon,5,5,2,0,0,,0,0,0,1,0,1
3099,ohaeng_chameleon_mage,Ohaeng Chameleon,5,5,3,0,0,,0,0,0,1,0,1
3100,call_lightning_mage,Call Lightning,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3101,death_scream_mage,Death Scream,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3102,natures_wounding_mage,Nature\'s Wounding,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3103,rain_of_fire_mage,Rain of Fire,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3104,vex_mage,Vex,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3105,deaths_face_mage,Death\'s Face,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3106,unnatural_selection_mage,Unnatural Selection,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3107,flaw_mage,Flaw,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3108,venom_mage,Venom,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3109,spirits_leech_mage,Spirit\'s Leech,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3110,snake_bite_mage,Snake Bite,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3111,corruption_mage,Corruption,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3112,blind_mage,Blind,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3113,dark_veil_mage,Dark Veil,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3114,winters_shadow_mage,Winter\'s Shadow,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3115,ice_glare_mage,Ice Glare,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3116,paralyze_mage,Paralyze,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3117,spirit_leash_mage,Spirit Leash,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3118,cold_binds_mage,Cold Binds,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3119,lockup_mage,Lockup,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3120,electrocute_mage,Electrocute,5,3,0,0,0,,0,0,0,1,1,1
3121,eater_of_the_dead_mage,Eater of the Dead,5,3,1,0,0,,0,0,0,1,1,1
3122,forests_discord_mage,Forest\'s Discord,5,3,2,0,0,,0,0,0,1,1,1
3123,shatter_storm_mage,Shatter Storm,5,3,3,0,0,,0,0,0,1,1,1
3124,confuse_mage,Confuse,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3125,curse_of_the_void_mage,Curse of the Void,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3126,despise_friend_mage,Despise Friend,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3127,chaos_rain_mage,Chaos Rain,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3128,sleep_mage,Sleep,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3129,sweet_musings_mage,Sweet Musings,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3130,essence_of_poppies_mage,Essence of Poppies,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3131,stillness_mage,Stillness,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3132,stormstrike_mage,Stormstrike,2,3,0,0,0,Which target? >,0,0,0,1,1,1
3133,river_of_blood_mage,River of Blood,2,3,1,0,0,Which target? >,0,0,0,1,1,1
3134,natural_disaster_mage,Natural Disaster,2,3,2,0,0,Which target? >,0,0,0,1,1,1
3135,winds_of_disaster_mage,Winds of Disaster,2,3,3,0,0,Which target? >,0,0,0,1,1,1
3136,doze_mage,Doze,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3137,voids_touch_mage,Void\'s Touch,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3138,still_ethers_mage,Still Ethers,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3139,still_waters_mage,Still Waters,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3140,tempest_mage,Tempest,5,3,0,0,0,,0,0,0,1,1,1
3141,dance_macabre_mage,Dance Macabre,5,3,1,0,0,,0,0,0,1,1,1
3142,wilding_mage,Wilding,5,3,2,0,0,,0,0,0,1,1,1
3143,chain_lightning_mage,Chain Lightning,5,3,3,0,0,,0,0,0,1,1,1
3144,rejuvenate_mage,Rejuvenate,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3145,still_embrace_mage,Still Embrace,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3146,infuse_life_mage,Infuse Life,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3147,healing_rain_mage,Healing Rain,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3148,hellfire_mage,Hellfire,2,3,0,0,0,Which target? >,0,0,0,1,0,1
3149,consume_soul_mage,Consume Soul,2,3,1,0,0,Which target? >,0,0,0,1,0,1
3150,flesh_eaters_mage,Flesh Eaters,2,3,2,0,0,Which target? >,0,0,0,1,0,1
3151,hurricane_mage,Hurricane,2,3,3,0,0,Which target? >,0,0,0,1,0,1
3152,hindrance_mage,Hindrance,2,3,-1,1,0,Which target? >,0,0,0,1,1,1
3153,solace_mage,Solace,2,3,0,1,0,Which target? >,0,0,0,1,0,1
3154,festival_of_souls_mage,Festival of Souls,2,3,1,1,0,Which target? >,0,0,0,1,0,1
3155,natures_bounty_mage,Nature\'s Bounty,2,3,2,1,0,Which target? >,0,0,0,1,0,1
3156,ohaengs_blessing_mage,Ohaeng\'s Blessing,2,3,3,1,0,Which target? >,0,0,0,1,0,1
3157,volcanic_blast_mage,Volcanic Blast,2,3,-1,1,0,Which target? >,0,0,0,1,1,1
3158,bekyuns_heal_mage,Bekyun\'s Heal,2,3,0,2,0,Which target? >,0,0,0,1,0,1
3159,death_denied_mage,Death Denied,2,3,1,2,0,Which target? >,0,0,0,1,0,1
3160,one_with_life_mage,One with Life,2,3,2,2,0,Which target? >,0,0,0,1,0,1
3161,balanced_touch_mage,Balanced Touch,2,3,3,2,0,Which target? >,0,0,0,1,0,1
3162,inferno_mage,Inferno,2,3,0,2,0,Which target? >,0,0,0,1,0,1
3163,deaths_door_mage,Death\'s Door,2,3,1,2,0,Which target? >,0,0,0,1,0,1
3164,natures_denial_mage,Nature\'s Denial,2,3,2,2,0,Which target? >,0,0,0,1,0,1
3165,steel_storm_mage,Steel Storm,2,3,3,2,0,Which target? >,0,0,0,1,0,1
3166,ju_jak_curse_mage,Ju Jak Curse,2,3,-1,2,0,Which target? >,0,0,0,1,1,1
3167,magis_bane,Magi\'s bane,5,99,-1,0,0,,0,0,0,1,1,1
4000,==POETSPELLS==,==POETSPELLS==,5,5,0,0,0,,0,0,0,0,1,1
4001,invoke_poet,Invoke,5,4,0,0,0,,0,36,0,1,0,1
4002,spirits_power_poet,Spirit\'s Power,5,4,1,0,0,,0,0,0,1,0,1
4003,life_force_poet,Life Force,5,4,2,0,0,,0,0,0,1,0,1
4004,gather_magic_poet,Gather Magic,5,4,3,0,0,,0,0,0,1,0,1
4005,lay_hands_poet,Lay Hands,5,4,0,0,0,,0,0,0,1,0,1
4006,spirits_smile_poet,Spirit\'s Smile,5,4,1,0,0,,0,0,0,1,0,1
4007,lifes_water_poet,Life\'s Water,5,4,2,0,0,,0,0,0,1,0,1
4008,quicken_poet,Quicken,5,4,3,0,0,,0,0,0,1,0,1
4009,recover_poet,Recover,2,4,0,0,9,Which target? >,0,0,0,1,0,1
4010,spirits_embrace_poet,Spirit\'s Embrace,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4011,infuse_energy_poet,Infuse Energy,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4012,lifes_river_poet,Life\'s River,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4013,spark_poet,Spark,2,4,0,0,0,Which target? >,0,0,0,1,1,1
4014,glimpse_of_the_void_poet,Glimpse of the Void,2,4,1,0,0,Which target? >,0,0,0,1,1,1
4015,bolt_poet,Bolt,2,4,2,0,0,Which target? >,0,0,0,1,1,1
4016,natures_ire_poet,Nature\'s Ire,2,4,3,0,0,Which target? >,0,0,0,1,1,1
4017,purge_poet,Purge,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4018,cure_illness_poet,Cure Illness,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4019,restore_health_poet,Restore Health,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4020,remove_poison_poet,Remove Poison,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4021,harden_armor_poet,Harden Armor,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4022,thicken_skin_poet,Thicken Skin,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4023,shield_of_life_poet,Shield of Life,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4024,elemental_armor_poet,Elemental Armor,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4025,vital_spark_poet,Vital Spark,5,4,0,0,0,,0,0,0,1,0,1
4026,spirits_kiss_poet,Spirit\'s Kiss,5,4,1,0,0,,0,0,0,1,0,1
4027,spark_of_health_poet,Spark of Health,5,4,2,0,0,,0,0,0,1,0,1
4028,water_of_nature_poet,Water of Nature,5,4,3,0,0,,0,0,0,1,0,1
4029,singe_poet,Singe,2,4,0,0,0,Which target? >,0,0,0,1,1,1
4030,embrace_of_the_void_poet,Embrace of the Void,2,4,1,0,0,Which target? >,0,0,0,1,1,1
4031,lightning_poet,Lightning,2,4,2,0,0,Which target? >,0,0,0,1,1,1
4032,natures_storm_poet,Nature\'s Storm,2,4,3,0,0,Which target? >,0,0,0,1,1,1
4033,remove_curse_poet,Remove curse,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4034,release_curse_poet,Release Curse,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4035,undo_evil_poet,Undo Evil,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4036,restore_armor_poet,Restore Armor,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4037,valor_poet,Valor,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4038,strengthen_poet,Strengthen,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4039,bless_muscles_poet,Bless Muscles,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4040,power_burst_poet,Power Burst,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4041,ignite_poet,Ignite,2,4,0,0,0,Which target? >,0,0,0,1,1,1
4042,spirit_strike_poet,Spirit Strike,2,4,1,0,0,Which target? >,0,0,0,1,1,1
4043,wrath_of_nature_poet,Wrath of Nature,2,4,2,0,0,Which target? >,0,0,0,1,1,1
4044,thunderclap_poet,Thunderclap,2,4,3,0,0,Which target? >,0,0,0,1,1,1
4045,heal_poet,Heal,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4046,ancestors_touch_poet,Ancestor\'s Touch,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4047,life_flow_poet,Life Flow,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4048,infuse_lifeforce_poet,Infuse Life-Force,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4049,anoint_poet,Anoint,5,4,0,0,0,,0,0,0,1,0,1
4050,brothers_of_spirit_poet,Brother\'s of Spirit,5,4,1,0,0,,0,0,0,1,0,1
4051,gathering_of_power_poet,Gathering of Power,5,4,2,0,0,,0,0,0,1,0,1
4052,natures_family_poet,Nature\'s Family,5,4,3,0,0,,0,0,0,1,0,1
4053,sanctuary_poet,Sanctuary,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4054,protect_soul_poet,Protect Soul,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4055,guard_life_poet,Guard Life,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4056,magic_shield_poet,Magic Shield,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4057,remove_veil_poet,Remove Veil,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4058,clear_darkness_poet,Clear Darkness,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4059,restore_sight_poet,Restore Sight,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4060,purge_darkness_poet,Purge Darkness,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4061,endear_poet,Endear,5,4,0,0,0,,0,0,0,1,1,1
4062,possess_soul_poet,Possess Soul,5,4,1,0,0,,0,0,0,1,1,1
4063,charm_life_poet,Charm Life,5,4,2,0,0,,0,0,0,1,1,1
4064,align_follower_poet,Align Follower,5,4,3,0,0,,0,0,0,1,1,1
4065,cure_paralysis_poet,Cure paralysis,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4066,release_binds_poet,Release Binds,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4067,return_movement_poet,Return Movement,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4068,free_movement_poet,Free Movement,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4069,revitalize_poet,Revitalize,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4070,ancestors_embrace_poet,Ancestor\'s Embrace,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4071,lifeforce_poet,Life-Force,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4072,lifespring_poet,Lifespring,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4073,inspiration_poet,Inspiration,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4074,draw_energy_poet,Draw Energy,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4075,harness_power_poet,Harness Power,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4076,combine_focus_poet,Combine Focus,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4077,remedy_poet,Remedy,5,4,0,0,0,,0,0,0,1,0,1
4078,brethren_of_spirits_poet,Brethren of Spirits,5,4,1,0,0,,0,0,0,1,0,1
4079,gathering_of_the_flock_poet,Gathering of the Flock,5,4,2,0,0,,0,0,0,1,0,1
4080,gathering_of_majesty_poet,Gathering of Majesty,5,4,3,0,0,,0,0,0,1,0,1
4081,atone_poet,Atone,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4082,restore_will_poet,Restore Will,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4083,raise_guard_poet,Raise Guard,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4084,align_armor_poet,Align Armor,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4085,fortify_poet,Fortify,5,4,0,0,0,,0,0,0,1,0,1
4086,ancestors_kiss_poet,Ancestor\'s Kiss,5,4,1,0,0,,0,0,0,1,0,1
4087,fertile_soil_poet,Fertile Soil,5,4,2,0,0,,0,0,0,1,0,1
4088,waters_of_purity_poet,Waters of Purity,5,4,3,0,0,,0,0,0,1,0,1
4089,second_sight_poet,Second sight,5,4,0,0,0,,0,0,0,1,0,1
4090,hear_spirits_poet,Hear Spirits,5,4,1,0,0,,0,0,0,1,0,1
4091,improve_sight_poet,Improve Sight,5,4,2,0,0,,0,0,0,1,0,1
4092,show_hidden_poet,Show Hidden,5,4,3,0,0,,0,0,0,1,0,1
4093,retribution_poet,Retribution,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4094,spirit_puppet_poet,Spirit Puppet,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4095,palm_of_life_poet,Palm of Life,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4096,tornado_poet,Tornado,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4097,barrier_poet,Barrier,5,4,0,0,0,,0,0,0,1,0,1
4098,spirit_barrier_poet,Spirit Barrier,5,4,1,0,0,,0,0,0,1,0,1
4099,life_barrier_poet,Life Barrier,5,4,2,0,0,,0,0,0,1,0,1
4100,balance_barrier_poet,Balance Barrier,5,4,3,0,0,,0,0,0,1,0,1
4101,inspire_poet,Inspire,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4102,share_energy_poet,Share Energy,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4103,bestow_power_poet,Bestow Power,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4104,release_focus_poet,Release Focus,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4105,scourge_poet,Scourge,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4106,damage_will_poet,Damage Will,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4107,drop_guard_poet,Drop Guard,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4108,unalign_armor_poet,Unalign Armor,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4109,earthquake_poet,Earthquake,2,4,0,0,0,Which target? >,0,0,0,1,1,1
4110,tossing_the_bones_poet,Tossing the Bones,2,4,1,0,0,Which target? >,0,0,0,1,1,1
4111,natures_fury_poet,Nature\'s Fury,2,4,2,0,0,Which target? >,0,0,0,1,1,1
4112,groundstrike_poet,Groundstrike,2,4,3,0,0,Which target? >,0,0,0,1,1,1
4113,blockade_human_poet,Blockade Human,5,4,0,0,0,,0,0,0,1,0,1
4114,block_entry_poet,Block Entry,5,4,1,0,0,,0,0,0,1,0,1
4115,distance_self_poet,Distance Self,5,4,2,0,0,,0,0,0,1,0,1
4116,protect_sides_poet,Protect Sides,5,4,3,0,0,,0,0,0,1,0,1
4117,heavens_kiss_poet,Heaven\'s Kiss,5,4,0,0,0,,0,0,0,1,0,1
4118,clan_of_souls_poet,Clan of Souls,5,4,1,0,0,,0,0,0,1,0,1
4119,healing_hand_poet,Healing Hand,5,4,2,0,0,,0,0,0,1,0,1
4120,earths_embrace_poet,Earth\'s Embrace,5,4,3,0,0,,0,0,0,1,0,1
4121,harden_body_poet,Harden body,5,4,0,0,0,,0,0,0,1,0,1
4122,deaths_guard_poet,Death\'s Guard,5,4,1,0,0,,0,0,0,1,0,1
4123,lifes_protection_poet,Life\'s Protection,5,4,2,0,0,,0,0,0,1,0,1
4124,body_of_alignment_poet,Body of Alignment,5,4,3,0,0,,0,0,0,1,0,1
4125,dispell_poet,Dispell,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4126,remove_magic_poet,Remove Magic,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4127,return_natural_poet,Return Natural,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4128,restore_balance_poet,Restore Balance,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4129,flare_poet,Flare,2,4,0,0,0,Which target? >,0,0,0,1,1,1
4130,dance_of_death_poet,Dance of Death,2,4,1,0,0,Which target? >,0,0,0,1,1,1
4131,breaking_of_the_world_poet,Breaking of the World,2,4,2,0,0,Which target? >,0,0,0,1,1,1
4132,storm_crow_poet,Storm Crow,2,4,3,0,0,Which target? >,0,0,0,1,1,1
4133,water_of_life_poet,Water of life,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4134,breath_of_power_poet,Breath of Power,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4135,healing_breath_poet,Healing Breath,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4136,breath_of_life_poet,Breath of Life,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4137,restore_poet,Restore,2,99,-1,0,0,Which target? >,0,0,0,1,0,1
4138,resurrect_poet,Resurrect,2,4,0,0,0,Which target? >,0,0,0,1,0,1
4139,return_spirit_poet,Return Spirit,2,4,1,0,0,Which target? >,0,0,0,1,0,1
4140,mingken_blessing_poet,Ming-Ken Blessing,2,4,2,0,0,Which target? >,0,0,0,1,0,1
4141,death_undone_poet,Death Undone,2,4,3,0,0,Which target? >,0,0,0,1,0,1
4142,healers_revenge_poet,Healer\'s Revenge,2,4,-1,1,0,Which target? >,0,0,0,1,1,1
4143,stream_of_life_poet,Stream of life,2,4,0,1,0,Which target? >,0,0,0,1,0,1
4144,purity_of_spirit_poet,Purity of Spirit,2,4,1,1,0,Which target? >,0,0,0,1,0,1
4145,natures_abundance_poet,Nature\'s Abundance,2,4,2,1,0,Which target? >,0,0,0,1,0,1
4146,forge_of_life_poet,Forge of Life,2,4,3,1,0,Which target? >,0,0,0,1,0,1
4147,bolster_poet,Bolster,2,4,0,2,0,Which target? >,0,0,0,1,0,1
4148,dark_armor_poet,Dark Armor,2,4,1,2,0,Which target? >,0,0,0,1,0,1
4149,life_armor_poet,Life Armor,2,4,2,2,0,Which target? >,0,0,0,1,0,1
4150,armor_of_elements_poet,Armor of Elements,2,4,3,2,0,Which target? >,0,0,0,1,0,1
4151,dishearten_poet,Dishearten,2,4,0,2,0,Which target? >,0,0,0,1,1,1
4152,dark_fear_poet,Dark Fear,2,4,1,2,0,Which target? >,0,0,0,1,1,1
4153,break_will_poet,Break Will,2,4,2,2,0,Which target? >,0,0,0,1,1,1
4154,harshen_attack_poet,Harshen Attack,2,4,3,2,0,Which target? >,0,0,0,1,1,1
4155,essence_of_life_poet,Essence of life,2,4,0,2,0,Which target? >,0,0,0,1,0,1
4156,essence_of_spirit_poet,Essence of Spirit,2,4,1,2,0,Which target? >,0,0,0,1,0,1
4157,lifes_embrace_poet,Life\'s Embrace,2,4,2,2,0,Which target? >,0,0,0,1,0,1
4158,earths_cradle_poet,Earth\'s Cradle,2,4,3,2,0,Which target? >,0,0,0,1,0,1
4159,hyun_moo_spite_poet,Hyun Moo Spite,2,4,-1,2,0,Which target? >,0,0,0,1,1,1
4700,cotw_controller_poet,Call of the Wild,5,99,-1,0,0,,0,0,0,0,0,1
4701,cotw_caterpillar_poet,Call of the Wild (Caterpillar),5,4,0,0,0,,0,0,0,1,0,1
4702,cotw_fluffy_dog_poet,Call of the Wild (Fluffy Dog),5,4,0,0,0,,0,0,0,1,0,1
